DEC_sample_type,sys_sample_code,lab_anl_method_name,analysis_date,fraction,column_number,test_type,lab_matrix_code,analysis_location,basis,container_id,dilution_factor,prep_method,prep_date,leachate_method,leachate_date,lab_name_code,qc_level,lab_sample_id,percent_moisture,subsample_amount,subsample_amount_unit,analyst_name,instrument_id,comment.x,preservative,final_volume,final_volume_unit,cas_rn,chemical_name,result_value,result_error_delta,result_type_code,reportable_result,detect_flag,lab_qualifiers,validator_qualifiers,interpreted_qualifiers,validated_yn,method_detection_limit,reporting_detection_limit,quantitation_limit,result_unit,detection_limit_unit,tic_retention_time,minimum_detectable_conc,counting_error,uncertainty,critical_value,validation_level,result_comment,qc_original_conc,qc_spike_added,qc_spike_measured,qc_spike_recovery,qc_dup_original_conc,qc_dup_spike_added,qc_dup_spike_measured,qc_dup_spike_recovery,qc_rpd,qc_spike_lcl,qc_spike_ucl,qc_rpd_cl,qc_spike_status,qc_dup_spike_status,qc_rpd_status,lab_sdg,X.data_provider,sample_name,sample_matrix_code,sample_type_code,sample_source,parent_sample_code,sample_delivery_group,sample_date,sys_loc_code,start_depth,end_depth,depth_unit,chain_of_custody,sent_to_lab_date,sample_receipt_date,sampler,sampling_company_code,sampling_reason,sampling_technique,task_code,collection_quarter,composite_yn,composite_desc,sample_class,custom_field_1,custom_field_2,custom_field_3,comment.y
N,16ENR202,E200.7,9/1/2016 22:52,T,NA,initial,WA,LB,NA,NA,1,SW3010A,8/29/2016 0:00,NA,NA,ALSRNY,quant,R1608783-009,NA,50,mL,NA,NA,NA,NA,50,mL,7440-70-2,Calcium,13200,NA,TRG,Yes,Y,,NA,,NA,105,NA,1000,ug/l,ug/l,NA,105,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,NA,,R1608783,ALSRNY,16ENR202,WA,N,Field,,R1608783,8/18/2016 11:40,16ENR202,NA,NA,NA,NA,NA,8/18/2016,NA,NYSDEC,NA,NA,SC,NA,n,NA,NA,NA,NA,NA,NA
N,16ENR202,SM 2320 B,8/19/2016 18:26,T,NA,initial,WA,LB,NA,NA,1,,,NA,NA,ALSRNY,quant,R1608783-009,NA,0,mL,NA,NA,NA,NA,NA,,ALK,"ALKALINITY, TOTAL (AS CaCO3)",38.4,NA,TRG,Yes,Y,,NA,,NA,1,NA,2,mg/l,mg/l,NA,1,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,NA,,R1608783,ALSRNY,16ENR202,WA,N,Field,,R1608783,8/18/2016 11:40,16ENR202,NA,NA,NA,NA,NA,8/18/2016,NA,NYSDEC,NA,NA,SC,NA,n,NA,NA,NA,NA,NA,NA
N,16ENR202,D6919-09,8/20/2016 6:36,T,NA,initial,WA,LB,NA,NA,1,,,NA,NA,ALSRNY,quant,R1608783-009,NA,10,mL,NA,NA,NA,NA,10,mL,7664-41-7,"Nitrogen, ammonia (As N)",0.159,NA,TRG,Yes,Y,,NA,,NA,6.00E-04,NA,0.005,mg/l,mg/l,NA,6.00E-04,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,NA,,R1608783,ALSRNY,16ENR202,WA,N,Field,,R1608783,8/18/2016 11:40,16ENR202,NA,NA,NA,NA,NA,8/18/2016,NA,NYSDEC,NA,NA,SC,NA,n,NA,NA,NA,NA,NA,NA
N,16ENR202,E200.8,9/2/2016 0:22,T,NA,initial,WA,LB,NA,NA,1,CLP-METALS ILM05.3,8/29/2016 0:00,NA,NA,ALSRNY,quant,R1608783-009,NA,50,mL,NA,NA,NA,NA,50,mL,7440-38-2,Arsenic,0.698,NA,TRG,Yes,Y,J,NA,J,NA,0.359,NA,1,ug/l,ug/l,NA,0.359,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,NA,,R1608783,ALSRNY,16ENR202,WA,N,Field,,R1608783,8/18/2016 11:40,16ENR202,NA,NA,NA,NA,NA,8/18/2016,NA,NYSDEC,NA,NA,SC,NA,n,NA,NA,NA,NA,NA,NA
N,16ENR202,E365.1,8/29/2016 17:41,T,NA,initial,WA,LB,NA,NA,1,METHOD,8/27/2016 11:27,NA,NA,ALSRNY,quant,R1608783-009,NA,20,mL,NA,NA,NA,NA,20,mL,7723-14-0,"PHOSPHORUS, TOTAL (AS P)",0.0177,NA,TRG,Yes,Y,,NA,,NA,0.002,NA,0.003,mg/l,mg/l,NA,0.002,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,NA,,R1608783,ALSRNY,16ENR202,WA,N,Field,,R1608783,8/18/2016 11:40,16ENR202,NA,NA,NA,NA,NA,8/18/2016,NA,NYSDEC,NA,NA,SC,NA,n,NA,NA,NA,NA,NA,NA
N,16ENR202,E200.7,9/1/2016 22:52,T,NA,initial,WA,LB,NA,NA,1,SW3010A,8/29/2016 0:00,NA,NA,ALSRNY,quant,R1608783-009,NA,50,mL,NA,NA,NA,NA,50,mL,7440-50-8,Copper,1.7,NA,TRG,Yes,Y,J,NA,J,NA,0.642,NA,20,ug/l,ug/l,NA,0.642,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,NA,,R1608783,ALSRNY,16ENR202,WA,N,Field,,R1608783,8/18/2016 11:40,16ENR202,NA,NA,NA,NA,NA,8/18/2016,NA,NYSDEC,NA,NA,SC,NA,n,NA,NA,NA,NA,NA,NA
N,16ENR202,SM5910B,8/19/2016 9:07,T,NA,initial,WA,LB,NA,NA,1,,,NA,NA,ALSRNY,quant,R1608783-009,NA,1,mL,NA,NA,NA,NA,1,mL,UV254,UV 254,0.1275,NA,TRG,Yes,Y,,NA,,NA,NA,NA,NA,1/cm,1/cm,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,NA,,R1608783,ALSRNY,16ENR202,WA,N,Field,,R1608783,8/18/2016 11:40,16ENR202,NA,NA,NA,NA,NA,8/18/2016,NA,NYSDEC,NA,NA,SC,NA,n,NA,NA,NA,NA,NA,NA
N,16ENR202,SM2120B,8/19/2016 17:06,T,NA,initial,WA,LB,NA,NA,1,,,NA,NA,ALSRNY,quant,R1608783-009,NA,0,mL,NA,NA,NA,NA,NA,,PHCOLOR,pH of Color Analysis,7.402,NA,TRG,Yes,Y,,NA,,NA,NA,NA,NA,pH units,pH units,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,NA,,R1608783,ALSRNY,16ENR202,WA,N,Field,,R1608783,8/18/2016 11:40,16ENR202,NA,NA,NA,NA,NA,8/18/2016,NA,NYSDEC,NA,NA,SC,NA,n,NA,NA,NA,NA,NA,NA
N,16ENR202,E300.0,8/25/2016 16:44,T,NA,initial,WA,LB,NA,NA,10,,,NA,NA,ALSRNY,quant,R1608783-009,NA,10,mL,NA,NA,NA,NA,10,mL,14808-79-8,SULFATE (AS SO4),6.1,NA,TRG,Yes,Y,,NA,,NA,0.2,NA,2,mg/l,mg/l,NA,0.2,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,NA,,R1608783,ALSRNY,16ENR202,WA,N,Field,,R1608783,8/18/2016 11:40,16ENR202,NA,NA,NA,NA,NA,8/18/2016,NA,NYSDEC,NA,NA,SC,NA,n,NA,NA,NA,NA,NA,NA
N,16ENR203,E365.1,8/29/2016 17:37,T,NA,initial,WA,LB,NA,NA,1,METHOD,8/27/2016 11:27,NA,NA,ALSRNY,quant,R1608783-005,NA,20,mL,NA,NA,NA,NA,20,mL,7723-14-0,"PHOSPHORUS, TOTAL (AS P)",0.0112,NA,TRG,Yes,Y,,NA,,NA,0.002,NA,0.003,mg/l,mg/l,NA,0.002,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,NA,,R1608783,ALSRNY,16ENR203,WA,N,Field,,R1608783,8/17/2016 11:20,16ENR203,NA,NA,NA,NA,NA,8/18/2016,NA,NYSDEC,NA,NA,SC,NA,n,NA,NA,NA,NA,NA,NA
N,16ENR203,SM 2320 B,8/19/2016 18:26,T,NA,initial,WA,LB,NA,NA,1,,,NA,NA,ALSRNY,quant,R1608783-005,NA,0,mL,NA,NA,NA,NA,NA,,ALK,"ALKALINITY, TOTAL (AS CaCO3)",103,NA,TRG,Yes,Y,,NA,,NA,1,NA,2,mg/l,mg/l,NA,1,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,NA,,R1608783,ALSRNY,16ENR203,WA,N,Field,,R1608783,8/17/2016 11:20,16ENR203,NA,NA,NA,NA,NA,8/18/2016,NA,NYSDEC,NA,NA,SC,NA,n,NA,NA,NA,NA,NA,NA
N,16ENR203,SM2120B,8/18/2016 15:44,T,NA,initial,WA,LB,NA,NA,1,,,NA,NA,ALSRNY,quant,R1608783-005,NA,0,mL,NA,NA,NA,NA,NA,,PHCOLOR,pH of Color Analysis,7.95,NA,TRG,Yes,Y,,NA,,NA,NA,NA,NA,pH units,pH units,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,NA,,R1608783,ALSRNY,16ENR203,WA,N,Field,,R1608783,8/17/2016 11:20,16ENR203,NA,NA,NA,NA,NA,8/18/2016,NA,NYSDEC,NA,NA,SC,NA,n,NA,NA,NA,NA,NA,NA
N,16ENR203,SM5310C,8/23/2016 19:22,D,NA,initial,WA,LB,NA,NA,1,,,NA,NA,ALSRNY,quant,R1608783-005,NA,42,mL,NA,NA,NA,NA,42,mL,DOC,"Carbon, Dissolved Organic (DOC)",4.1,NA,TRG,Yes,Y,,NA,,NA,0.05,NA,1,mg/l,mg/l,NA,0.05,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,NA,,R1608783,ALSRNY,16ENR203,WA,N,Field,,R1608783,8/17/2016 11:20,16ENR203,NA,NA,NA,NA,NA,8/18/2016,NA,NYSDEC,NA,NA,SC,NA,n,NA,NA,NA,NA,NA,NA
N,16ENR203,E365.1,8/29/2016 16:30,D,NA,initial,WA,LB,NA,NA,1,METHOD,8/27/2016 11:27,NA,NA,ALSRNY,quant,R1608783-005,NA,20,mL,NA,NA,NA,NA,20,mL,7723-14-0,"PHOSPHORUS, DISSOLVED (AS P)",0.0062,NA,TRG,Yes,Y,,NA,,NA,0.002,NA,0.003,mg/l,mg/l,NA,0.002,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,NA,,R1608783,ALSRNY,16ENR203,WA,N,Field,,R1608783,8/17/2016 11:20,16ENR203,NA,NA,NA,NA,NA,8/18/2016,NA,NYSDEC,NA,NA,SC,NA,n,NA,NA,NA,NA,NA,NA
N,16ENR203,SM2120B,8/18/2016 15:03,T,NA,initial,WA,LB,NA,NA,1,,,NA,NA,ALSRNY,quant,R1608783-005,NA,0,mL,NA,NA,NA,NA,NA,,COLOR,COLOR,30,NA,TRG,Yes,Y,,NA,,NA,NA,NA,1,color unit,color unit,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,NA,,R1608783,ALSRNY,16ENR203,WA,N,Field,,R1608783,8/17/2016 11:20,16ENR203,NA,NA,NA,NA,NA,8/18/2016,NA,NYSDEC,NA,NA,SC,NA,n,NA,NA,NA,NA,NA,NA
N,16ENR203,E353.2,8/23/2016 16:32,T,NA,initial,WA,LB,NA,NA,1,,,NA,NA,ALSRNY,quant,R1608783-005,NA,10,mL,NA,NA,NA,NA,10,mL,NO3NO2N,Nitrate+Nitrite as Nitrogen,0.0206,NA,TRG,Yes,Y,,NA,,NA,0.0025,NA,0.0025,mg/l,mg/l,NA,0.0025,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,NA,,R1608783,ALSRNY,16ENR203,WA,N,Field,,R1608783,8/17/2016 11:20,16ENR203,NA,NA,NA,NA,NA,8/18/2016,NA,NYSDEC,NA,NA,SC,NA,n,NA,NA,NA,NA,NA,NA
N,16ENR203,D6919-09,8/20/2016 3:26,T,NA,initial,WA,LB,NA,NA,1,,,NA,NA,ALSRNY,quant,R1608783-005,NA,10,mL,NA,NA,NA,NA,10,mL,7664-41-7,"Nitrogen, ammonia (As N)",0.0133,NA,TRG,Yes,Y,,NA,,NA,6.00E-04,NA,0.005,mg/l,mg/l,NA,6.00E-04,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,NA,,R1608783,ALSRNY,16ENR203,WA,N,Field,,R1608783,8/17/2016 11:20,16ENR203,NA,NA,NA,NA,NA,8/18/2016,NA,NYSDEC,NA,NA,SC,NA,n,NA,NA,NA,NA,NA,NA
N,16ENR203,SM10200H,9/8/2016 15:16,T,NA,initial,WA,LB,NA,NA,1,,,NA,NA,ALSRNY,quant,R1608783-005,NA,250,mL,NA,NA,NA,NA,NA,,479-61-8,Chlorophyll A,4.52,NA,TRG,Yes,Y,,NA,,NA,NA,NA,0.16,ug/l,ug/l,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,NA,,R1608783,ALSRNY,16ENR203,WA,N,Field,,R1608783,8/17/2016 11:20,16ENR203,NA,NA,NA,NA,NA,8/18/2016,NA,NYSDEC,NA,NA,SC,NA,n,NA,NA,NA,NA,NA,NA
N,16ENR203,E200.8,9/2/2016 20:43,T,NA,initial,WA,LB,NA,NA,1,CLP-METALS ILM05.3,8/29/2016 0:00,NA,NA,ALSRNY,quant,R1608783-005,NA,50,mL,NA,NA,NA,NA,50,mL,7440-38-2,Arsenic,1.7,NA,TRG,Yes,Y,,NA,,NA,0.359,NA,1,ug/l,ug/l,NA,0.359,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,NA,,R1608783,ALSRNY,16ENR203,WA,N,Field,,R1608783,8/17/2016 11:20,16ENR203,NA,NA,NA,NA,NA,8/18/2016,NA,NYSDEC,NA,NA,SC,NA,n,NA,NA,NA,NA,NA,NA
N,16ENR203,E200.7,9/1/2016 22:33,T,NA,initial,WA,LB,NA,NA,1,SW3010A,8/29/2016 0:00,NA,NA,ALSRNY,quant,R1608783-005,NA,50,mL,NA,NA,NA,NA,50,mL,7440-70-2,Calcium,37000,NA,TRG,Yes,Y,,NA,,NA,105,NA,1000,ug/l,ug/l,NA,105,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,NA,,R1608783,ALSRNY,16ENR203,WA,N,Field,,R1608783,8/17/2016 11:20,16ENR203,NA,NA,NA,NA,NA,8/18/2016,NA,NYSDEC,NA,NA,SC,NA,n,NA,NA,NA,NA,NA,NA
N,16ENR203,E351.2,8/29/2016 12:12,T,NA,initial,WA,LB,NA,NA,1,METHOD,8/27/2016 15:40,NA,NA,ALSRNY,quant,R1608783-005,NA,20,mL,NA,NA,NA,NA,20,mL,KN,"NITROGEN, KJELDAHL, TOTAL",0.2,NA,TRG,Yes,Y,,NA,,NA,0.08,NA,0.1,mg/l,mg/l,NA,0.08,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,NA,,R1608783,ALSRNY,16ENR203,WA,N,Field,,R1608783,8/17/2016 11:20,16ENR203,NA,NA,NA,NA,NA,8/18/2016,NA,NYSDEC,NA,NA,SC,NA,n,NA,NA,NA,NA,NA,NA
N,16ENR203,E200.7,9/1/2016 22:33,T,NA,initial,WA,LB,NA,NA,1,SW3010A,8/29/2016 0:00,NA,NA,ALSRNY,quant,R1608783-005,NA,50,mL,NA,NA,NA,NA,50,mL,7439-89-6,Iron,374,NA,TRG,No,Y,E,NA,E,NA,6.5,NA,100,ug/l,ug/l,NA,6.5,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,NA,,R1608783,ALSRNY,16ENR203,WA,N,Field,,R1608783,8/17/2016 11:20,16ENR203,NA,NA,NA,NA,NA,8/18/2016,NA,NYSDEC,NA,NA,SC,NA,n,NA,NA,NA,NA,NA,NA
N,16ENR203,E200.7,9/1/2016 22:33,T,NA,initial,WA,LB,NA,NA,1,SW3010A,8/29/2016 0:00,NA,NA,ALSRNY,quant,R1608783-005,NA,50,mL,NA,NA,NA,NA,50,mL,7439-96-5,Manganese,65.7,NA,TRG,Yes,Y,,NA,,NA,0.746,NA,10,ug/l,ug/l,NA,0.746,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,NA,,R1608783,ALSRNY,16ENR203,WA,N,Field,,R1608783,8/17/2016 11:20,16ENR203,NA,NA,NA,NA,NA,8/18/2016,NA,NYSDEC,NA,NA,SC,NA,n,NA,NA,NA,NA,NA,NA
N,16ENR203,E200.7,9/1/2016 22:33,T,NA,initial,WA,LB,NA,NA,1,SW3010A,8/29/2016 0:00,NA,NA,ALSRNY,quant,R1608783-005,NA,50,mL,NA,NA,NA,NA,50,mL,7440-50-8,Copper,0.8,NA,TRG,Yes,Y,J,NA,J,NA,0.642,NA,20,ug/l,ug/l,NA,0.642,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,NA,,R1608783,ALSRNY,16ENR203,WA,N,Field,,R1608783,8/17/2016 11:20,16ENR203,NA,NA,NA,NA,NA,8/18/2016,NA,NYSDEC,NA,NA,SC,NA,n,NA,NA,NA,NA,NA,NA
N,16ENR203,SM5910B,8/19/2016 9:07,T,NA,initial,WA,LB,NA,NA,1,,,NA,NA,ALSRNY,quant,R1608783-005,NA,1,mL,NA,NA,NA,NA,1,mL,UV254,UV 254,0.067,NA,TRG,Yes,Y,,NA,,NA,NA,NA,NA,1/cm,1/cm,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,NA,,R1608783,ALSRNY,16ENR203,WA,N,Field,,R1608783,8/17/2016 11:20,16ENR203,NA,NA,NA,NA,NA,8/18/2016,NA,NYSDEC,NA,NA,SC,NA,n,NA,NA,NA,NA,NA,NA
N,16ENR203,E300.0,8/25/2016 16:01,T,NA,initial,WA,LB,NA,NA,10,,,NA,NA,ALSRNY,quant,R1608783-005,NA,10,mL,NA,NA,NA,NA,10,mL,14808-79-8,SULFATE (AS SO4),27.9,NA,TRG,Yes,Y,,NA,,NA,0.2,NA,2,mg/l,mg/l,NA,0.2,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,NA,,R1608783,ALSRNY,16ENR203,WA,N,Field,,R1608783,8/17/2016 11:20,16ENR203,NA,NA,NA,NA,NA,8/18/2016,NA,NYSDEC,NA,NA,SC,NA,n,NA,NA,NA,NA,NA,NA
N,16ENR203DUP,E365.1,8/29/2016 16:31,D,NA,initial,WA,LB,NA,NA,1,METHOD,8/27/2016 11:27,NA,NA,ALSRNY,quant,R1608783-005DUP,NA,20,mL,NA,NA,NA,NA,20,mL,7723-14-0,"PHOSPHORUS, DISSOLVED (AS P)",0.006,NA,TRG,Yes,Y,,NA,,NA,0.002,NA,0.003,mg/l,mg/l,NA,0.002,NA,NA,NA,NA,,0.0062,NA,NA,NA,0.0062,NA,NA,NA,5,NA,NA,20,,NA,,R1608783,ALSRNY,16ENR203,WA,LR,Lab,16ENR203,R1608783,8/17/2016 11:20,16ENR203,NA,NA,NA,NA,NA,8/18/2016,NA,NYSDEC,NA,NA,SC,NA,n,NA,NA,NA,NA,NA,NA
N,16ENR203MS,E365.1,8/29/2016 16:32,D,NA,initial,WA,LB,NA,NA,1,METHOD,8/27/2016 11:27,NA,NA,ALSRNY,quant,R1608783-005MS,NA,20,mL,NA,NA,NA,NA,20,mL,7723-14-0,"PHOSPHORUS, DISSOLVED (AS P)",0.0293,NA,SC,Yes,Y,,NA,,NA,0.002,NA,0.003,mg/l,mg/l,NA,0.002,NA,NA,NA,NA,,0.0062,0.025,0.0293,92,NA,NA,NA,NA,,75,125,20,,NA,,R1608783,ALSRNY,16ENR203,WA,MS,Lab,16ENR203,R1608783,8/17/2016 11:20,16ENR203,NA,NA,NA,NA,NA,8/18/2016,NA,NYSDEC,NA,NA,SC,NA,n,NA,NA,NA,NA,NA,NA
N,16ENR204,SM2120B,8/18/2016 15:03,T,NA,initial,WA,LB,NA,NA,1,,,NA,NA,ALSRNY,quant,R1608783-006,NA,0,mL,NA,NA,NA,NA,NA,,COLOR,COLOR,60,NA,TRG,Yes,Y,,NA,,NA,NA,NA,1,color unit,color unit,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,NA,,R1608783,ALSRNY,16ENR204,WA,N,Field,,R1608783,8/17/2016 11:25,16ENR204,NA,NA,NA,NA,NA,8/18/2016,NA,NYSDEC,NA,NA,SC,NA,n,NA,NA,NA,NA,NA,NA
N,16ENR204,D6919-09,8/20/2016 5:39,T,NA,initial,WA,LB,NA,NA,1,,,NA,NA,ALSRNY,quant,R1608783-006,NA,10,mL,NA,NA,NA,NA,10,mL,7664-41-7,"Nitrogen, ammonia (As N)",0.629,NA,TRG,Yes,Y,,NA,,NA,6.00E-04,NA,0.005,mg/l,mg/l,NA,6.00E-04,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,NA,,R1608783,ALSRNY,16ENR204,WA,N,Field,,R1608783,8/17/2016 11:25,16ENR204,NA,NA,NA,NA,NA,8/18/2016,NA,NYSDEC,NA,NA,SC,NA,n,NA,NA,NA,NA,NA,NA
N,16ENR204,E200.8,9/2/2016 0:08,T,NA,initial,WA,LB,NA,NA,1,CLP-METALS ILM05.3,8/29/2016 0:00,NA,NA,ALSRNY,quant,R1608783-006,NA,50,mL,NA,NA,NA,NA,50,mL,7440-38-2,Arsenic,7.4,NA,TRG,Yes,Y,,NA,,NA,0.359,NA,1,ug/l,ug/l,NA,0.359,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,NA,,R1608783,ALSRNY,16ENR204,WA,N,Field,,R1608783,8/17/2016 11:25,16ENR204,NA,NA,NA,NA,NA,8/18/2016,NA,NYSDEC,NA,NA,SC,NA,n,NA,NA,NA,NA,NA,NA
N,16ENR204,SM5910B,8/19/2016 9:07,T,NA,initial,WA,LB,NA,NA,1,,,NA,NA,ALSRNY,quant,R1608783-006,NA,1,mL,NA,NA,NA,NA,1,mL,UV254,UV 254,0.0925,NA,TRG,Yes,Y,,NA,,NA,NA,NA,NA,1/cm,1/cm,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,NA,,R1608783,ALSRNY,16ENR204,WA,N,Field,,R1608783,8/17/2016 11:25,16ENR204,NA,NA,NA,NA,NA,8/18/2016,NA,NYSDEC,NA,NA,SC,NA,n,NA,NA,NA,NA,NA,NA
N,16ENR204,E351.2,8/29/2016 12:17,T,NA,initial,WA,LB,NA,NA,1,METHOD,8/27/2016 15:40,NA,NA,ALSRNY,quant,R1608783-006,NA,20,mL,NA,NA,NA,NA,20,mL,KN,"NITROGEN, KJELDAHL, TOTAL",0.97,NA,TRG,Yes,Y,,NA,,NA,0.08,NA,0.1,mg/l,mg/l,NA,0.08,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,NA,,R1608783,ALSRNY,16ENR204,WA,N,Field,,R1608783,8/17/2016 11:25,16ENR204,NA,NA,NA,NA,NA,8/18/2016,NA,NYSDEC,NA,NA,SC,NA,n,NA,NA,NA,NA,NA,NA
N,16ENR204,SM2120B,8/18/2016 15:44,T,NA,initial,WA,LB,NA,NA,1,,,NA,NA,ALSRNY,quant,R1608783-006,NA,0,mL,NA,NA,NA,NA,NA,,PHCOLOR,pH of Color Analysis,7.558,NA,TRG,Yes,Y,,NA,,NA,NA,NA,NA,pH units,pH units,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,NA,,R1608783,ALSRNY,16ENR204,WA,N,Field,,R1608783,8/17/2016 11:25,16ENR204,NA,NA,NA,NA,NA,8/18/2016,NA,NYSDEC,NA,NA,SC,NA,n,NA,NA,NA,NA,NA,NA
N,16ENR204,E200.7,9/1/2016 22:37,T,NA,initial,WA,LB,NA,NA,1,SW3010A,8/29/2016 0:00,NA,NA,ALSRNY,quant,R1608783-006,NA,50,mL,NA,NA,NA,NA,50,mL,7440-70-2,Calcium,33100,NA,TRG,Yes,Y,,NA,,NA,105,NA,1000,ug/l,ug/l,NA,105,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,NA,,R1608783,ALSRNY,16ENR204,WA,N,Field,,R1608783,8/17/2016 11:25,16ENR204,NA,NA,NA,NA,NA,8/18/2016,NA,NYSDEC,NA,NA,SC,NA,n,NA,NA,NA,NA,NA,NA
N,16ENR204,E353.2,8/23/2016 16:37,T,NA,initial,WA,LB,NA,NA,1,,,NA,NA,ALSRNY,quant,R1608783-006,NA,10,mL,NA,NA,NA,NA,10,mL,NO3NO2N,Nitrate+Nitrite as Nitrogen,0.019,NA,TRG,Yes,Y,,NA,,NA,0.0025,NA,0.0025,mg/l,mg/l,NA,0.0025,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,NA,,R1608783,ALSRNY,16ENR204,WA,N,Field,,R1608783,8/17/2016 11:25,16ENR204,NA,NA,NA,NA,NA,8/18/2016,NA,NYSDEC,NA,NA,SC,NA,n,NA,NA,NA,NA,NA,NA
N,16ENR204,SM5310C,8/23/2016 19:43,D,NA,initial,WA,LB,NA,NA,1,,,NA,NA,ALSRNY,quant,R1608783-006,NA,42,mL,NA,NA,NA,NA,42,mL,DOC,"Carbon, Dissolved Organic (DOC)",4.7,NA,TRG,Yes,Y,,NA,,NA,0.05,NA,1,mg/l,mg/l,NA,0.05,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,NA,,R1608783,ALSRNY,16ENR204,WA,N,Field,,R1608783,8/17/2016 11:25,16ENR204,NA,NA,NA,NA,NA,8/18/2016,NA,NYSDEC,NA,NA,SC,NA,n,NA,NA,NA,NA,NA,NA
N,16ENR204,E365.1,8/29/2016 16:33,D,NA,initial,WA,LB,NA,NA,1,METHOD,8/27/2016 11:27,NA,NA,ALSRNY,quant,R1608783-006,NA,20,mL,NA,NA,NA,NA,20,mL,7723-14-0,"PHOSPHORUS, DISSOLVED (AS P)",0.0079,NA,TRG,Yes,Y,,NA,,NA,0.002,NA,0.003,mg/l,mg/l,NA,0.002,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,NA,,R1608783,ALSRNY,16ENR204,WA,N,Field,,R1608783,8/17/2016 11:25,16ENR204,NA,NA,NA,NA,NA,8/18/2016,NA,NYSDEC,NA,NA,SC,NA,n,NA,NA,NA,NA,NA,NA
