DEC_sample_type,sys_sample_code,lab_anl_method_name,analysis_date,fraction,column_number,test_type,lab_matrix_code,analysis_location,basis,container_id,dilution_factor,prep_method,prep_date,leachate_method,leachate_date,lab_name_code,qc_level,lab_sample_id,percent_moisture,subsample_amount,subsample_amount_unit,analyst_name,instrument_id,comment.x,preservative,final_volume,final_volume_unit,cas_rn,chemical_name,result_value,result_error_delta,result_type_code,reportable_result,detect_flag,lab_qualifiers,validator_qualifiers,interpreted_qualifiers,validated_yn,method_detection_limit,reporting_detection_limit,quantitation_limit,result_unit,detection_limit_unit,tic_retention_time,minimum_detectable_conc,counting_error,uncertainty,critical_value,validation_level,result_comment,qc_original_conc,qc_spike_added,qc_spike_measured,qc_spike_recovery,qc_dup_original_conc,qc_dup_spike_added,qc_dup_spike_measured,qc_dup_spike_recovery,qc_rpd,qc_spike_lcl,qc_spike_ucl,qc_rpd_cl,qc_spike_status,qc_dup_spike_status,qc_rpd_status,lab_sdg,X.data_provider,sample_name,sample_matrix_code,sample_type_code,sample_source,parent_sample_code,sample_delivery_group,sample_date,sys_loc_code,start_depth,end_depth,depth_unit,chain_of_custody,sent_to_lab_date,sample_receipt_date,sampler,sampling_company_code,sampling_reason,sampling_technique,task_code,collection_quarter,composite_yn,composite_desc,sample_class,custom_field_1,custom_field_2,custom_field_3,comment.y
N,17LHB046,SM5310C,8/5/2017 5:33,T,NA,initial,WA,LB,NA,NA,1,,,NA,NA,ALSRNY,quant,R1707048-017,NA,42,mL,NA,NA,NA,NA,42,mL,TOC,TOTAL ORGANIC CARBON,13.3,NA,TRG,Yes,Y,,NA,,NA,0.05,NA,1,mg/l,mg/l,NA,0.05,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,R1707048,ALSRNY,17LHB046,WA,N,Field,,R1707048,8/1/2017 10:40,17LHB046,NA,NA,NA,NA,NA,8/2/2017,NA,NYSDEC,NA,NA,SC,NA,n,NA,NA,NA,NA,NA,NA
N,17LHB046,SM2120B,8/2/2017 13:01,T,NA,initial,WA,LB,NA,NA,10,,,NA,NA,ALSRNY,quant,R1707048-017,NA,0,mL,NA,NA,NA,NA,NA,,COLOR,"Color, True",160,NA,TRG,Yes,Y,,NA,,NA,NA,NA,10,color unit,color unit,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,R1707048,ALSRNY,17LHB046,WA,N,Field,,R1707048,8/1/2017 10:40,17LHB046,NA,NA,NA,NA,NA,8/2/2017,NA,NYSDEC,NA,NA,SC,NA,n,NA,NA,NA,NA,NA,NA
N,17LHB046,E353.2,8/3/2017 14:15,T,NA,initial,WA,LB,NA,NA,1,,,NA,NA,ALSRNY,quant,R1707048-017,NA,10,mL,NA,NA,NA,NA,10,mL,NO3NO2N,Nitrate+Nitrite as Nitrogen,NA,NA,TRG,Yes,N,U,NA,U,NA,7.00E-04,7.00E-04,0.002,mg/l,mg/l,NA,7.00E-04,NA,NA,NA,NA,not detected,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,R1707048,ALSRNY,17LHB046,WA,N,Field,,R1707048,8/1/2017 10:40,17LHB046,NA,NA,NA,NA,NA,8/2/2017,NA,NYSDEC,NA,NA,SC,NA,n,NA,NA,NA,NA,NA,NA
N,17LHB046,E351.2,8/11/2017 12:03,T,NA,initial,WA,LB,NA,NA,1,METHOD,8/10/2017 17:45,NA,NA,ALSRNY,quant,R1707048-017,NA,20,mL,NA,NA,NA,NA,20,mL,KN,"NITROGEN, KJELDAHL, TOTAL",4.84,NA,TRG,Yes,Y,,NA,,NA,0.08,NA,0.1,mg/l,mg/l,NA,0.08,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,R1707048,ALSRNY,17LHB046,WA,N,Field,,R1707048,8/1/2017 10:40,17LHB046,NA,NA,NA,NA,NA,8/2/2017,NA,NYSDEC,NA,NA,SC,NA,n,NA,NA,NA,NA,NA,NA
N,17LHB046,SM2120B,8/4/2017 13:30,T,NA,initial,WA,LB,NA,NA,10,,,NA,NA,ALSRNY,quant,R1707048-017,NA,0,mL,NA,NA,NA,NA,NA,,PHCOLOR,pH of Color Analysis,7.46,NA,TRG,Yes,Y,,NA,,NA,NA,NA,NA,pH units,pH units,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,R1707048,ALSRNY,17LHB046,WA,N,Field,,R1707048,8/1/2017 10:40,17LHB046,NA,NA,NA,NA,NA,8/2/2017,NA,NYSDEC,NA,NA,SC,NA,n,NA,NA,NA,NA,NA,NA
N,17LHB046,E365.1,8/4/2017 11:52,T,NA,initial,WA,LB,NA,NA,5,METHOD,8/3/2017 17:58,NA,NA,ALSRNY,quant,R1707048-017,NA,20,mL,NA,NA,NA,NA,20,mL,7723-14-0,"PHOSPHORUS, TOTAL (AS P)",0.274,NA,TRG,Yes,Y,,NA,,NA,0.01,NA,0.015,mg/l,mg/l,NA,0.01,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,R1707048,ALSRNY,17LHB046,WA,N,Field,,R1707048,8/1/2017 10:40,17LHB046,NA,NA,NA,NA,NA,8/2/2017,NA,NYSDEC,NA,NA,SC,NA,n,NA,NA,NA,NA,NA,NA
N,17LHB046,E365.1,8/4/2017 11:20,D,NA,initial,WA,LB,NA,NA,5,METHOD,8/3/2017 17:58,NA,NA,ALSRNY,quant,R1707048-018,NA,20,mL,NA,NA,NA,NA,20,mL,7723-14-0,"PHOSPHORUS, DISSOLVED (AS P)",0.102,NA,TRG,Yes,Y,,NA,,NA,0.01,NA,0.015,mg/l,mg/l,NA,0.01,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,R1707048,ALSRNY,17LHB046,WA,N,Field,,R1707048,8/1/2017 10:40,17LHB046,NA,NA,NA,NA,NA,8/2/2017,NA,NYSDEC,NA,NA,SC,NA,n,NA,NA,NA,NA,NA,NA
,17LHB046MS,D6919-09,8/14/2017 16:14,T,NA,initial,WA,LB,NA,NA,10,,,NA,NA,ALSRNY,quant,R1707048-017MS,NA,10,mL,NA,NA,NA,NA,10,mL,7664-41-7,"Nitrogen, ammonia (As N)",9.08,NA,SC,Yes,Y,,NA,,NA,0.008,NA,0.05,mg/l,mg/l,NA,0.008,NA,NA,NA,NA,,4.02,5,9.08,101,NA,NA,NA,NA,,75,125,20,NA,NA,NA,R1707048,ALSRNY,17LHB046,WA,MS,Lab,17LHB046,R1707048,8/1/2017 10:40,17LHB046,NA,NA,NA,NA,NA,8/2/2017,NA,NYSDEC,NA,NA,SC,NA,n,NA,NA,NA,NA,NA,NA
,17LHB046MSD,D6919-09,8/14/2017 16:47,T,NA,initial,WA,LB,NA,NA,10,,,NA,NA,ALSRNY,quant,R1707048-017DMS,NA,10,mL,NA,NA,NA,NA,10,mL,7664-41-7,"Nitrogen, ammonia (As N)",9.17,NA,SC,Yes,Y,,NA,,NA,0.008,NA,0.05,mg/l,mg/l,NA,0.008,NA,NA,NA,NA,,NA,NA,NA,NA,4.02,5,9.17,103,<1,75,125,20,NA,NA,NA,R1707048,ALSRNY,17LHB046,WA,SD,Lab,17LHB046,R1707048,8/1/2017 10:40,17LHB046,NA,NA,NA,NA,NA,8/2/2017,NA,NYSDEC,NA,NA,SC,NA,n,NA,NA,NA,NA,NA,NA
,556019-MB1,SM5310C,8/1/2017 10:52,D,NA,initial,WQ,LB,NA,NA,1,,,NA,NA,ALSRNY,quant,R1706900-MB1,NA,42,mL,NA,NA,NA,NA,42,mL,DOC,"Carbon, Dissolved Organic (DOC)",NA,NA,TRG,Yes,N,U,NA,U,NA,0.05,0.05,1,mg/l,mg/l,NA,0.05,NA,NA,NA,NA,not detected,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,NA,NA,R1706900,ALSRNY,Method Blank,WQ,LB,Lab,,R1706900,8/1/2017 10:52,Method Blank,NA,NA,NA,NA,NA,,NA,NYSDEC,NA,NA,SC,NA,n,NA,NA,NA,NA,NA,NA
,556019-MB1,SM5310C,8/1/2017 10:52,T,NA,initial,WQ,LB,NA,NA,1,,,NA,NA,ALSRNY,quant,R1706900-MB1,NA,42,mL,NA,NA,NA,NA,42,mL,TOC,TOTAL ORGANIC CARBON,NA,NA,TRG,Yes,N,U,NA,U,NA,0.05,0.05,1,mg/l,mg/l,NA,0.05,NA,NA,NA,NA,not detected,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,NA,NA,R1706900,ALSRNY,Method Blank,WQ,LB,Lab,,R1706900,8/1/2017 10:52,Method Blank,NA,NA,NA,NA,NA,,NA,NYSDEC,NA,NA,SC,NA,n,NA,NA,NA,NA,NA,NA
N,17LHB028,D6919-09,8/16/2017 0:17,T,NA,initial,WA,LB,NA,NA,1,,,NA,NA,ALSRNY,quant,R1707147-019,NA,10,mL,NA,NA,NA,NA,10,mL,7664-41-7,"Nitrogen, ammonia (As N)",0.559,NA,TRG,Yes,Y,,NA,,NA,8.00E-04,NA,0.005,mg/l,mg/l,NA,8.00E-04,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,NA,R1707147,ALSRNY,17LHB028,WA,N,Field,,R1707147,8/1/2017 11:05,17LHB028,NA,NA,NA,NA,NA,8/3/2017,NA,NYSDEC,NA,NA,SC,NA,n,NA,NA,NA,NA,NA,NA
N,17LHB028,SM2120B,8/3/2017 15:59,T,NA,initial,WA,LB,NA,NA,10,,,NA,NA,ALSRNY,quant,R1707147-019,NA,0,mL,NA,NA,NA,NA,NA,,COLOR,"Color, True",160,NA,TRG,Yes,Y,,NA,,NA,NA,NA,10,color unit,color unit,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,NA,R1707147,ALSRNY,17LHB028,WA,N,Field,,R1707147,8/1/2017 11:05,17LHB028,NA,NA,NA,NA,NA,8/3/2017,NA,NYSDEC,NA,NA,SC,NA,n,NA,NA,NA,NA,NA,NA
N,17LHB028,E353.2,8/17/2017 12:52,T,NA,initial,WA,LB,NA,NA,1,,,NA,NA,ALSRNY,quant,R1707147-019,NA,10,mL,NA,NA,NA,NA,10,mL,NO3NO2N,Nitrate+Nitrite as Nitrogen,0.0102,NA,TRG,Yes,Y,,NA,,NA,0.0025,NA,0.0025,mg/l,mg/l,NA,0.0025,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,NA,R1707147,ALSRNY,17LHB028,WA,N,Field,,R1707147,8/1/2017 11:05,17LHB028,NA,NA,NA,NA,NA,8/3/2017,NA,NYSDEC,NA,NA,SC,NA,n,NA,NA,NA,NA,NA,NA
N,17LHB028,SM5910B,8/3/2017 12:53,T,NA,initial,WA,LB,NA,NA,1,,,NA,NA,ALSRNY,quant,R1707147-019,NA,1,mL,NA,NA,NA,NA,1,mL,UV254,UV 254,0.414,NA,TRG,Yes,Y,,NA,,NA,NA,NA,NA,1/cm,1/cm,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,NA,R1707147,ALSRNY,17LHB028,WA,N,Field,,R1707147,8/1/2017 11:05,17LHB028,NA,NA,NA,NA,NA,8/3/2017,NA,NYSDEC,NA,NA,SC,NA,n,NA,NA,NA,NA,NA,NA
N,17LHB028,SM5310C,8/11/2017 18:26,D,NA,initial,WA,LB,NA,NA,1,,,NA,NA,ALSRNY,quant,R1707147-020,NA,42,mL,NA,NA,NA,NA,42,mL,DOC,"Carbon, Dissolved Organic (DOC)",5.7,NA,TRG,Yes,Y,,NA,,NA,0.05,NA,1,mg/l,mg/l,NA,0.05,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,NA,R1707147,ALSRNY,17LHB028,WA,N,Field,,R1707147,8/1/2017 11:05,17LHB028,NA,NA,NA,NA,NA,8/3/2017,NA,NYSDEC,NA,NA,SC,NA,n,NA,NA,NA,NA,NA,NA
N,17LHB028,E365.1,8/9/2017 14:06,D,NA,initial,WA,LB,NA,NA,5,METHOD,8/8/2017 14:55,NA,NA,ALSRNY,quant,R1707147-020,NA,20,mL,NA,NA,NA,NA,20,mL,7723-14-0,"PHOSPHORUS, DISSOLVED (AS P)",0.367,NA,TRG,Yes,Y,,NA,,NA,0.01,NA,0.015,mg/l,mg/l,NA,0.01,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,NA,R1707147,ALSRNY,17LHB028,WA,N,Field,,R1707147,8/1/2017 11:05,17LHB028,NA,NA,NA,NA,NA,8/3/2017,NA,NYSDEC,NA,NA,SC,NA,n,NA,NA,NA,NA,NA,NA
N,17LHB028,E365.1,8/9/2017 15:17,T,NA,initial,WA,LB,NA,NA,5,METHOD,8/8/2017 14:55,NA,NA,ALSRNY,quant,R1707147-019,NA,20,mL,NA,NA,NA,NA,20,mL,7723-14-0,"PHOSPHORUS, TOTAL (AS P)",0.493,NA,TRG,Yes,Y,,NA,,NA,0.01,NA,0.015,mg/l,mg/l,NA,0.01,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,NA,R1707147,ALSRNY,17LHB028,WA,N,Field,,R1707147,8/1/2017 11:05,17LHB028,NA,NA,NA,NA,NA,8/3/2017,NA,NYSDEC,NA,NA,SC,NA,n,NA,NA,NA,NA,NA,NA
N,17LHB028,E300.0,8/7/2017 21:29,T,NA,initial,WA,LB,NA,NA,10,,,NA,NA,ALSRNY,quant,R1707147-019,NA,10,mL,NA,NA,NA,NA,10,mL,14808-79-8,SULFATE (AS SO4),NA,NA,TRG,Yes,N,U,NA,U,NA,0.2,0.2,2,mg/l,mg/l,NA,0.2,NA,NA,NA,NA,not detected,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,NA,R1707147,ALSRNY,17LHB028,WA,N,Field,,R1707147,8/1/2017 11:05,17LHB028,NA,NA,NA,NA,NA,8/3/2017,NA,NYSDEC,NA,NA,SC,NA,n,NA,NA,NA,NA,NA,NA
N,17LHB028,E351.2,8/11/2017 15:33,T,NA,initial,WA,LB,NA,NA,1,METHOD,8/11/2017 9:30,NA,NA,ALSRNY,quant,R1707147-019,NA,20,mL,NA,NA,NA,NA,20,mL,KN,"NITROGEN, KJELDAHL, TOTAL",1.59,NA,TRG,Yes,Y,,NA,,NA,0.08,NA,0.1,mg/l,mg/l,NA,0.08,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,NA,R1707147,ALSRNY,17LHB028,WA,N,Field,,R1707147,8/1/2017 11:05,17LHB028,NA,NA,NA,NA,NA,8/3/2017,NA,NYSDEC,NA,NA,SC,NA,n,NA,NA,NA,NA,NA,NA
N,17LHB028,SM2120B,8/4/2017 13:30,T,NA,initial,WA,LB,NA,NA,10,,,NA,NA,ALSRNY,quant,R1707147-019,NA,0,mL,NA,NA,NA,NA,NA,,PHCOLOR,pH of Color Analysis,7.65,NA,TRG,Yes,Y,,NA,,NA,NA,NA,NA,pH units,pH units,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,NA,R1707147,ALSRNY,17LHB028,WA,N,Field,,R1707147,8/1/2017 11:05,17LHB028,NA,NA,NA,NA,NA,8/3/2017,NA,NYSDEC,NA,NA,SC,NA,n,NA,NA,NA,NA,NA,NA
N,17LHB028,E200.7,8/10/2017 19:19,T,NA,initial,WA,LB,NA,NA,1,SW3010A,8/8/2017 0:00,NA,NA,ALSRNY,quant,R1707147-019,NA,50,mL,NA,NA,NA,NA,50,mL,7439-96-5,Manganese,4190,NA,TRG,Yes,Y,,NA,,NA,2.3,NA,10,ug/l,ug/l,NA,2.3,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,NA,R1707147,ALSRNY,17LHB028,WA,N,Field,,R1707147,8/1/2017 11:05,17LHB028,NA,NA,NA,NA,NA,8/3/2017,NA,NYSDEC,NA,NA,SC,NA,n,NA,NA,NA,NA,NA,NA
N,17LHB028,E200.8,8/11/2017 22:56,T,NA,initial,WA,LB,NA,NA,1,CLP-METALS ILM05.3,8/8/2017 0:00,NA,NA,ALSRNY,quant,R1707147-019,NA,50,mL,NA,NA,NA,NA,50,mL,7440-38-2,Arsenic,NA,NA,TRG,Yes,N,U,NA,U,NA,0.389,0.389,1,ug/l,ug/l,NA,0.389,NA,NA,NA,NA,not detected,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,NA,R1707147,ALSRNY,17LHB028,WA,N,Field,,R1707147,8/1/2017 11:05,17LHB028,NA,NA,NA,NA,NA,8/3/2017,NA,NYSDEC,NA,NA,SC,NA,n,NA,NA,NA,NA,NA,NA
N,17LHB028,E200.7,8/10/2017 19:19,T,NA,initial,WA,LB,NA,NA,1,SW3010A,8/8/2017 0:00,NA,NA,ALSRNY,quant,R1707147-019,NA,50,mL,NA,NA,NA,NA,50,mL,7439-89-6,Iron,4940,NA,TRG,Yes,Y,,NA,,NA,55.4,NA,100,ug/l,ug/l,NA,55.4,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,NA,R1707147,ALSRNY,17LHB028,WA,N,Field,,R1707147,8/1/2017 11:05,17LHB028,NA,NA,NA,NA,NA,8/3/2017,NA,NYSDEC,NA,NA,SC,NA,n,NA,NA,NA,NA,NA,NA
,556019-LCS1,SM5310C,8/1/2017 11:13,D,NA,initial,WQ,LB,NA,NA,1,,,NA,NA,ALSRNY,quant,R1706900-LCS1,NA,42,mL,NA,NA,NA,NA,42,mL,DOC,"Carbon, Dissolved Organic (DOC)",10.8,NA,SC,Yes,Y,,NA,,NA,0.05,NA,1,mg/l,mg/l,NA,0.05,NA,NA,NA,NA,,NA,10,10.8,108,NA,NA,NA,NA,,70,130,NA,,NA,NA,R1706900,ALSRNY,Lab Control Sample,WQ,BS,Lab,,R1706900,8/1/2017 11:13,Lab Control Sample,NA,NA,NA,NA,NA,,NA,NYSDEC,NA,NA,SC,NA,n,NA,NA,NA,NA,NA,NA
,556019-LCS1,SM5310C,8/1/2017 11:13,T,NA,initial,WQ,LB,NA,NA,1,,,NA,NA,ALSRNY,quant,R1706900-LCS1,NA,42,mL,NA,NA,NA,NA,42,mL,TOC,TOTAL ORGANIC CARBON,10.8,NA,SC,Yes,Y,,NA,,NA,0.05,NA,1,mg/l,mg/l,NA,0.05,NA,NA,NA,NA,,NA,10,10.8,108,NA,NA,NA,NA,,70,130,NA,,NA,NA,R1706900,ALSRNY,Lab Control Sample,WQ,BS,Lab,,R1706900,8/1/2017 11:13,Lab Control Sample,NA,NA,NA,NA,NA,,NA,NYSDEC,NA,NA,SC,NA,n,NA,NA,NA,NA,NA,NA
N,17LHB027,SM 2320 B,8/8/2017 6:13,T,NA,initial,WA,LB,NA,NA,1,,,NA,NA,ALSRNY,quant,R1707147-017,NA,0,mL,NA,NA,NA,NA,NA,,ALK,"ALKALINITY, TOTAL (AS CaCO3)",66,NA,TRG,Yes,Y,,NA,,NA,1,NA,2,mg/l,mg/l,NA,1,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,NA,R1707147,ALSRNY,17LHB027,WA,N,Field,,R1707147,8/1/2017 11:15,17LHB027,NA,NA,NA,NA,NA,8/3/2017,NA,NYSDEC,NA,NA,SC,NA,n,NA,NA,NA,NA,NA,NA
N,17LHB027,D6919-09,8/15/2017 23:44,T,NA,initial,WA,LB,NA,NA,1,,,NA,NA,ALSRNY,quant,R1707147-017,NA,10,mL,NA,NA,NA,NA,10,mL,7664-41-7,"Nitrogen, ammonia (As N)",0.0078,NA,TRG,Yes,Y,,NA,,NA,8.00E-04,NA,0.005,mg/l,mg/l,NA,8.00E-04,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,NA,R1707147,ALSRNY,17LHB027,WA,N,Field,,R1707147,8/1/2017 11:15,17LHB027,NA,NA,NA,NA,NA,8/3/2017,NA,NYSDEC,NA,NA,SC,NA,n,NA,NA,NA,NA,NA,NA
N,17LHB027,SM2120B,8/4/2017 13:30,T,NA,initial,WA,LB,NA,NA,1,,,NA,NA,ALSRNY,quant,R1707147-017,NA,0,mL,NA,NA,NA,NA,NA,,PHCOLOR,pH of Color Analysis,7.69,NA,TRG,Yes,Y,,NA,,NA,NA,NA,NA,pH units,pH units,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,NA,R1707147,ALSRNY,17LHB027,WA,N,Field,,R1707147,8/1/2017 11:15,17LHB027,NA,NA,NA,NA,NA,8/3/2017,NA,NYSDEC,NA,NA,SC,NA,n,NA,NA,NA,NA,NA,NA
N,17LHB027,E365.1,8/9/2017 15:16,T,NA,initial,WA,LB,NA,NA,1,METHOD,8/8/2017 14:55,NA,NA,ALSRNY,quant,R1707147-017,NA,20,mL,NA,NA,NA,NA,20,mL,7723-14-0,"PHOSPHORUS, TOTAL (AS P)",0.0244,NA,TRG,Yes,Y,,NA,,NA,0.002,NA,0.003,mg/l,mg/l,NA,0.002,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,NA,R1707147,ALSRNY,17LHB027,WA,N,Field,,R1707147,8/1/2017 11:15,17LHB027,NA,NA,NA,NA,NA,8/3/2017,NA,NYSDEC,NA,NA,SC,NA,n,NA,NA,NA,NA,NA,NA
N,17LHB027,E300.0,8/7/2017 21:16,T,NA,initial,WA,LB,NA,NA,10,,,NA,NA,ALSRNY,quant,R1707147-017,NA,10,mL,NA,NA,NA,NA,10,mL,14808-79-8,SULFATE (AS SO4),8,NA,TRG,Yes,Y,,NA,,NA,0.2,NA,2,mg/l,mg/l,NA,0.2,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,NA,R1707147,ALSRNY,17LHB027,WA,N,Field,,R1707147,8/1/2017 11:15,17LHB027,NA,NA,NA,NA,NA,8/3/2017,NA,NYSDEC,NA,NA,SC,NA,n,NA,NA,NA,NA,NA,NA
N,17LHB027,SM5910B,8/3/2017 12:53,T,NA,initial,WA,LB,NA,NA,1,,,NA,NA,ALSRNY,quant,R1707147-017,NA,1,mL,NA,NA,NA,NA,1,mL,UV254,UV 254,0.121,NA,TRG,Yes,Y,,NA,,NA,NA,NA,NA,1/cm,1/cm,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,NA,R1707147,ALSRNY,17LHB027,WA,N,Field,,R1707147,8/1/2017 11:15,17LHB027,NA,NA,NA,NA,NA,8/3/2017,NA,NYSDEC,NA,NA,SC,NA,n,NA,NA,NA,NA,NA,NA
N,17LHB027,SM5310C,8/11/2017 17:23,D,NA,initial,WA,LB,NA,NA,1,,,NA,NA,ALSRNY,quant,R1707147-018,NA,42,mL,NA,NA,NA,NA,42,mL,DOC,"Carbon, Dissolved Organic (DOC)",5.5,NA,TRG,Yes,Y,,NA,,NA,0.05,NA,1,mg/l,mg/l,NA,0.05,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,NA,R1707147,ALSRNY,17LHB027,WA,N,Field,,R1707147,8/1/2017 11:15,17LHB027,NA,NA,NA,NA,NA,8/3/2017,NA,NYSDEC,NA,NA,SC,NA,n,NA,NA,NA,NA,NA,NA
N,17LHB027,E365.1,8/9/2017 14:05,D,NA,initial,WA,LB,NA,NA,1,METHOD,8/8/2017 14:55,NA,NA,ALSRNY,quant,R1707147-018,NA,20,mL,NA,NA,NA,NA,20,mL,7723-14-0,"PHOSPHORUS, DISSOLVED (AS P)",0.0107,NA,TRG,Yes,Y,,NA,,NA,0.002,NA,0.003,mg/l,mg/l,NA,0.002,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,NA,R1707147,ALSRNY,17LHB027,WA,N,Field,,R1707147,8/1/2017 11:15,17LHB027,NA,NA,NA,NA,NA,8/3/2017,NA,NYSDEC,NA,NA,SC,NA,n,NA,NA,NA,NA,NA,NA
N,17LHB027,SM2120B,8/3/2017 15:59,T,NA,initial,WA,LB,NA,NA,1,,,NA,NA,ALSRNY,quant,R1707147-017,NA,0,mL,NA,NA,NA,NA,NA,,COLOR,"Color, True",26,NA,TRG,Yes,Y,,NA,,NA,NA,NA,1,color unit,color unit,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,NA,R1707147,ALSRNY,17LHB027,WA,N,Field,,R1707147,8/1/2017 11:15,17LHB027,NA,NA,NA,NA,NA,8/3/2017,NA,NYSDEC,NA,NA,SC,NA,n,NA,NA,NA,NA,NA,NA
N,17LHB027,E353.2,8/17/2017 12:51,T,NA,initial,WA,LB,NA,NA,1,,,NA,NA,ALSRNY,quant,R1707147-017,NA,10,mL,NA,NA,NA,NA,10,mL,NO3NO2N,Nitrate+Nitrite as Nitrogen,NA,NA,TRG,Yes,N,U,NA,U,NA,0.0025,0.0025,0.0025,mg/l,mg/l,NA,0.0025,NA,NA,NA,NA,not detected,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,NA,R1707147,ALSRNY,17LHB027,WA,N,Field,,R1707147,8/1/2017 11:15,17LHB027,NA,NA,NA,NA,NA,8/3/2017,NA,NYSDEC,NA,NA,SC,NA,n,NA,NA,NA,NA,NA,NA
N,17LHB027,E351.2,8/11/2017 15:32,T,NA,initial,WA,LB,NA,NA,1,METHOD,8/11/2017 9:30,NA,NA,ALSRNY,quant,R1707147-017,NA,20,mL,NA,NA,NA,NA,20,mL,KN,"NITROGEN, KJELDAHL, TOTAL",0.73,NA,TRG,Yes,Y,,NA,,NA,0.08,NA,0.1,mg/l,mg/l,NA,0.08,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,NA,R1707147,ALSRNY,17LHB027,WA,N,Field,,R1707147,8/1/2017 11:15,17LHB027,NA,NA,NA,NA,NA,8/3/2017,NA,NYSDEC,NA,NA,SC,NA,n,NA,NA,NA,NA,NA,NA
N,17LHB027,SM10200H,8/8/2017 9:30,T,NA,initial,WA,LB,NA,NA,2,,,NA,NA,ALSRNY,quant,R1707147-017,NA,250,mL,NA,NA,NA,NA,NA,,479-61-8,Chlorophyll A,10.9,NA,TRG,Yes,Y,,NA,,NA,NA,NA,0.32,ug/l,ug/l,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,NA,R1707147,ALSRNY,17LHB027,WA,N,Field,,R1707147,8/1/2017 11:15,17LHB027,NA,NA,NA,NA,NA,8/3/2017,NA,NYSDEC,NA,NA,SC,NA,n,NA,NA,NA,NA,NA,NA
