sys_sample_code,chemical_name,cas_rn,fraction,lab_qualifiers,lab_sdg,sample_date,result_value,result_unit,qc_original_conc,qc_spike_added,qc_spike_measured,qc_spike_status,method_detection_limit,detection_limit_unit,quantitation_limit,sample_type_code,DEC_sample_type,analysis_date
13-WALK-2.1-07102018-W,"NITROGEN, NITRATE (AS N)",14797-55-8,TRUE,,R1806428,7/10/2018 9:30,0.077,mg/l,NA,NA,NA,,NA,mg/l,0.01,N,N,7/11/2018 16:19
13-WALK-2.1-07102018-W,Nitrate+Nitrite as Nitrogen,NO3NO2N,TRUE,,R1806428,7/10/2018 9:30,0.094,mg/l,NA,NA,NA,,7.00E-04,mg/l,0.002,N,N,7/18/2018 10:32
13-WALK-2.1-07102018-W,"NITROGEN, NITRITE",14797-65-0,TRUE,,R1806428,7/10/2018 9:30,0.017,mg/l,NA,NA,NA,,0.007,mg/l,0.01,N,N,7/11/2018 16:19
13-WALK-2.1-07102018-W,Nitrogen,KN,TRUE,,R1806428,7/10/2018 9:30,1.09,mg/l,NA,NA,NA,,NA,mg/l,0.2,N,N,7/13/2018 12:21
13-WALK-2.1-07102018-W,"NITROGEN, KJELDAHL, TOTAL",KN,TRUE,,R1806428,7/10/2018 9:30,1,mg/l,NA,NA,NA,,0.08,mg/l,0.2,N,N,7/13/2018 12:21
13-WALK-2.1-07102018-W,"PHOSPHORUS, TOTAL (AS P)",7723-14-0,TRUE,,R1806428,7/10/2018 9:30,0.237,mg/l,NA,NA,NA,,0.02,mg/l,0.05,N,N,7/17/2018 15:45
13-WALK-2.1-07102018-W,"TOTAL DISSOLVED SOLIDS (RESIDUE, FILTERABLE)",TDS,TRUE,,R1806428,7/10/2018 9:30,284,mg/l,NA,NA,NA,,4,mg/l,10,N,N,7/15/2018 17:50
13-WALK-2.1-07102018-W,TURBIDITY,TURB,TRUE,,R1806428,7/10/2018 9:30,6.7,ntu,NA,NA,NA,,0.06,ntu,0.1,N,N,7/12/2018 8:55
13-WALK-2.1-07102018-W,Cadmium,7440-43-9,TRUE,U,R1806428,7/10/2018 9:30,NA,ug/l,NA,NA,NA,,0.064,ug/l,1,N,N,7/17/2018 16:02
13-WALK-2.1-07102018-W,Copper,7440-50-8,TRUE,,R1806428,7/10/2018 9:30,2.9,ug/l,NA,NA,NA,,0.66,ug/l,1,N,N,7/17/2018 16:02
13-WALK-2.1-07102018-W,Lead,7439-92-1,TRUE,J,R1806428,7/10/2018 9:30,0.61,ug/l,NA,NA,NA,,0.067,ug/l,1,N,N,7/17/2018 16:02
13-WALK-2.1-07102018-W,Calcium,7440-70-2,TRUE,,R1806428,7/10/2018 9:30,42300,ug/l,NA,NA,NA,,110,ug/l,1000,N,N,7/18/2018 9:55
13-WALK-2.1-07102018-W,Nickel,7440-02-0,TRUE,,R1806428,7/10/2018 9:30,1.9,ug/l,NA,NA,NA,,0.26,ug/l,1,N,N,7/17/2018 16:02
13-WALK-2.1-07102018-W,Silver,7440-22-4,TRUE,U,R1806428,7/10/2018 9:30,NA,ug/l,NA,NA,NA,,0.039,ug/l,1,N,N,7/17/2018 16:02
13-WALK-2.1-07102018-W,Iron,7439-89-6,TRUE,,R1806428,7/10/2018 9:30,361,ug/l,NA,NA,NA,,13,ug/l,100,N,N,7/18/2018 9:55
13-WALK-2.1-07102018-W,Zinc,7440-66-6,TRUE,J,R1806428,7/10/2018 9:30,4.4,ug/l,NA,NA,NA,,2.5,ug/l,5,N,N,7/17/2018 16:02
13-WALK-2.1-07102018-W,Magnesium,7439-95-4,TRUE,,R1806428,7/10/2018 9:30,11100,ug/l,NA,NA,NA,,29,ug/l,1000,N,N,7/18/2018 9:55
13-WALK-2.1-07102018-W,Arsenic,7440-38-2,TRUE,,R1806428,7/10/2018 9:30,2.9,ug/l,NA,NA,NA,,0.39,ug/l,1,N,N,7/17/2018 16:02
13-WALK-2.1-07102018-W,Aluminum,7429-90-5,TRUE,,R1806428,7/10/2018 9:30,214,ug/l,NA,NA,NA,,11.5,ug/l,50,N,N,7/19/2018 14:21
13-WALK-2.1-07242018-WSMS,Calcium,7440-70-2,TRUE,,R1806961,7/24/2018 10:00,37200,ug/l,36500,2000,37200,*,110,ug/l,1000,MS,,8/8/2018 0:35
13-WALK-2.1-07242018-WSMS,Iron,7439-89-6,TRUE,,R1806961,7/24/2018 10:00,1800,ug/l,1040,1000,1800,,13,ug/l,100,MS,,8/8/2018 0:35
13-WALK-2.1-07242018-WSMS,Magnesium,7439-95-4,TRUE,,R1806961,7/24/2018 10:00,10700,ug/l,9290,2000,10700,*,29,ug/l,1000,MS,,8/8/2018 0:35
13-WALK-2.1-07242018-WSMS,"PHOSPHORUS, TOTAL (AS P)",7723-14-0,TRUE,,R1806961,7/24/2018 10:00,0.158,mg/l,0.132,0.025,0.158,,0.01,mg/l,0.025,MS,,8/15/2018 19:43
13-WALK-2.1-07242018-WSMS,Nitrate+Nitrite as Nitrogen,NO3NO2N,TRUE,,R1806961,7/24/2018 10:00,0.533,mg/l,0.0444,0.5,0.533,,7.00E-04,mg/l,0.002,MS,,8/17/2018 15:15
13-WALK-2.1-07242018-WSMSD,Magnesium,7439-95-4,TRUE,,R1806961,7/24/2018 10:00,11100,ug/l,NA,NA,NA,,29,ug/l,1000,SD,,8/8/2018 0:38
13-WALK-2.1-07242018-WSMSD,Iron,7439-89-6,TRUE,N,R1806961,7/24/2018 10:00,2480,ug/l,NA,NA,NA,*,13,ug/l,100,SD,,8/8/2018 0:38
13-WALK-2.1-07242018-WSMSD,Nitrate+Nitrite as Nitrogen,NO3NO2N,TRUE,,R1806961,7/24/2018 10:00,0.53,mg/l,NA,NA,NA,,7.00E-04,mg/l,0.002,SD,,8/17/2018 15:17
13-WALK-2.1-07242018-WSMSD,Calcium,7440-70-2,TRUE,,R1806961,7/24/2018 10:00,37800,ug/l,NA,NA,NA,*,110,ug/l,1000,SD,,8/8/2018 0:38
13-WALK-2.1-07242018-WSMSD,"PHOSPHORUS, TOTAL (AS P)",7723-14-0,TRUE,,R1806961,7/24/2018 10:00,0.157,mg/l,NA,NA,NA,,0.01,mg/l,0.025,SD,,8/15/2018 19:44
13-WALK-2.1-07242018-WS,"ALKALINITY, TOTAL (AS CaCO3)",ALK,TRUE,,R1806961,7/24/2018 10:00,104,mg/l,NA,NA,NA,,1,mg/l,2,N,N,7/28/2018 3:43
13-WALK-2.1-07242018-WS,"Nitrogen, ammonia (As N)",7664-41-7,TRUE,,R1806961,7/24/2018 10:00,0.0171,mg/l,NA,NA,NA,,8.00E-04,mg/l,0.005,N,N,7/27/2018 16:44
13-WALK-2.1-07242018-WS,CHLORIDE (AS CL),16887-00-6,TRUE,,R1806961,7/24/2018 10:00,70.9,mg/l,NA,NA,NA,,0.2,mg/l,2,N,N,8/8/2018 5:38
13-WALK-2.1-07242018-WS,Chlorophyll A,479-61-8,TRUE,,R1806961,7/24/2018 10:00,82.7,ug/l,NA,NA,NA,,NA,ug/l,2.4,N,N,8/20/2018 9:30
13-WALK-2.1-07242018-WS,HARDNESS (AS CACO3),HARD,TRUE,,R1806961,7/24/2018 10:00,130,mg/l,NA,NA,NA,,NA,mg/l,6.62,N,N,8/8/2018 0:32
13-WALK-2.1-07242018-WS,"NITROGEN, NITRATE (AS N)",14797-55-8,TRUE,,R1806961,7/24/2018 10:00,0.044,mg/l,NA,NA,NA,,NA,mg/l,0.01,N,N,7/25/2018 14:32
13-WALK-2.1-07242018-WS,Nitrate+Nitrite as Nitrogen,NO3NO2N,TRUE,,R1806961,7/24/2018 10:00,0.0444,mg/l,NA,NA,NA,,7.00E-04,mg/l,0.002,N,N,8/17/2018 15:14
13-WALK-2.1-07242018-WS,"NITROGEN, NITRITE",14797-65-0,TRUE,U,R1806961,7/24/2018 10:00,NA,mg/l,NA,NA,NA,,0.007,mg/l,0.01,N,N,7/25/2018 14:32
13-WALK-2.1-07242018-WS,Nitrogen,KN,TRUE,,R1806961,7/24/2018 10:00,1.15,mg/l,NA,NA,NA,,NA,mg/l,0.2,N,N,8/14/2018 15:33
13-WALK-2.1-07242018-WS,"NITROGEN, KJELDAHL, TOTAL",KN,TRUE,,R1806961,7/24/2018 10:00,1.11,mg/l,NA,NA,NA,,0.08,mg/l,0.2,N,N,8/14/2018 15:33
13-WALK-2.1-07242018-WS,"PHOSPHORUS, TOTAL (AS P)",7723-14-0,TRUE,,R1806961,7/24/2018 10:00,0.132,mg/l,NA,NA,NA,,0.01,mg/l,0.025,N,N,8/15/2018 19:42
13-WALK-2.1-07242018-WS,"TOTAL DISSOLVED SOLIDS (RESIDUE, FILTERABLE)",TDS,TRUE,,R1806961,7/24/2018 10:00,249,mg/l,NA,NA,NA,,4,mg/l,10,N,N,7/26/2018 16:25
13-WALK-2.1-07242018-WS,TURBIDITY,TURB,TRUE,,R1806961,7/24/2018 10:00,15.4,ntu,NA,NA,NA,,0.06,ntu,0.1,N,N,7/26/2018 10:30
13-WALK-2.1-07242018-WS,Cadmium,7440-43-9,TRUE,U,R1806961,7/24/2018 10:00,NA,ug/l,NA,NA,NA,,0.064,ug/l,1,N,N,8/6/2018 18:55
13-WALK-2.1-07242018-WS,Copper,7440-50-8,TRUE,,R1806961,7/24/2018 10:00,3.7,ug/l,NA,NA,NA,,0.66,ug/l,1,N,N,8/6/2018 18:55
13-WALK-2.1-07242018-WS,Aluminum,7429-90-5,TRUE,,R1806961,7/24/2018 10:00,989,ug/l,NA,NA,NA,,23,ug/l,100,N,N,8/7/2018 15:09
13-WALK-2.1-07242018-WS,Arsenic,7440-38-2,TRUE,,R1806961,7/24/2018 10:00,1.7,ug/l,NA,NA,NA,,0.39,ug/l,1,N,N,8/6/2018 18:55
13-WALK-2.1-07242018-WS,Nickel,7440-02-0,TRUE,,R1806961,7/24/2018 10:00,2.2,ug/l,NA,NA,NA,,0.26,ug/l,1,N,N,8/6/2018 18:55
13-WALK-2.1-07242018-WS,Silver,7440-22-4,TRUE,U,R1806961,7/24/2018 10:00,NA,ug/l,NA,NA,NA,,0.039,ug/l,1,N,N,8/6/2018 18:55
13-WALK-2.1-07242018-WS,Lead,7439-92-1,TRUE,,R1806961,7/24/2018 10:00,2.9,ug/l,NA,NA,NA,,0.067,ug/l,1,N,N,8/6/2018 18:55
13-WALK-2.1-07242018-WS,Calcium,7440-70-2,TRUE,,R1806961,7/24/2018 10:00,36500,ug/l,NA,NA,NA,,110,ug/l,1000,N,N,8/8/2018 0:32
13-WALK-2.1-07242018-WS,Magnesium,7439-95-4,TRUE,,R1806961,7/24/2018 10:00,9290,ug/l,NA,NA,NA,,29,ug/l,1000,N,N,8/8/2018 0:32
13-WALK-2.1-07242018-WS,Iron,7439-89-6,TRUE,N,R1806961,7/24/2018 10:00,1040,ug/l,NA,NA,NA,,13,ug/l,100,N,N,8/8/2018 0:32
13-WALK-2.1-07242018-WS,Zinc,7440-66-6,TRUE,,R1806961,7/24/2018 10:00,11.6,ug/l,NA,NA,NA,,2.5,ug/l,5,N,N,8/8/2018 13:06
13-WALK-2.1-081618-WSMS,"NITROGEN, NITRITE",14797-65-0,TRUE,,R1807891,8/16/2018 16:15,0.273,mg/l,0.022,0.25,0.273,,0.007,mg/l,0.01,MS,,8/17/2018 20:06
13-WALK-2.1-081618-WSMSD,"NITROGEN, NITRITE",14797-65-0,TRUE,,R1807891,8/16/2018 16:15,0.271,mg/l,NA,NA,NA,,0.007,mg/l,0.01,SD,,8/17/2018 20:06
13-WALK-2.1-081618-WS,"ALKALINITY, TOTAL (AS CaCO3)",ALK,TRUE,,R1807891,8/16/2018 16:15,80.8,mg/l,NA,NA,NA,,1,mg/l,2,N,N,8/28/2018 1:43
13-WALK-2.1-081618-WS,"Nitrogen, ammonia (As N)",7664-41-7,TRUE,,R1807891,8/16/2018 16:15,0.0442,mg/l,NA,NA,NA,,8.00E-04,mg/l,0.005,N,N,9/5/2018 15:17
13-WALK-2.1-081618-WS,CHLORIDE (AS CL),16887-00-6,TRUE,,R1807891,8/16/2018 16:15,46.1,mg/l,NA,NA,NA,,0.2,mg/l,2,N,N,8/30/2018 5:41
13-WALK-2.1-081618-WS,Chlorophyll A,479-61-8,TRUE,,R1807891,8/16/2018 16:15,1.25,ug/l,NA,NA,NA,,NA,ug/l,0.062,N,N,9/13/2018 8:30
13-WALK-2.1-081618-WS,HARDNESS (AS CACO3),HARD,TRUE,,R1807891,8/16/2018 16:15,121,mg/l,NA,NA,NA,,NA,mg/l,6.62,N,N,8/25/2018 19:58
13-WALK-2.1-081618-WS,"NITROGEN, NITRATE (AS N)",14797-55-8,TRUE,,R1807891,8/16/2018 16:15,1.65,mg/l,NA,NA,NA,,NA,mg/l,0.01,N,N,8/17/2018 20:05
13-WALK-2.1-081618-WS,Nitrate+Nitrite as Nitrogen,NO3NO2N,TRUE,,R1807891,8/16/2018 16:15,1.67,mg/l,NA,NA,NA,,7.00E-04,mg/l,0.002,N,N,9/6/2018 18:13
13-WALK-2.1-081618-WS,"NITROGEN, NITRITE",14797-65-0,TRUE,,R1807891,8/16/2018 16:15,0.022,mg/l,NA,NA,NA,,0.007,mg/l,0.01,N,N,8/17/2018 20:05
13-WALK-2.1-081618-WS,Nitrogen,KN,TRUE,,R1807891,8/16/2018 16:15,2.98,mg/l,NA,NA,NA,,NA,mg/l,0.2,N,N,9/7/2018 15:25
13-WALK-2.1-081618-WS,"NITROGEN, KJELDAHL, TOTAL",KN,TRUE,,R1807891,8/16/2018 16:15,1.31,mg/l,NA,NA,NA,,0.08,mg/l,0.2,N,N,9/7/2018 15:25
13-WALK-2.1-081618-WS,"PHOSPHORUS, TOTAL (AS P)",7723-14-0,TRUE,,R1807891,8/16/2018 16:15,0.231,mg/l,NA,NA,NA,,0.02,mg/l,0.05,N,N,9/4/2018 18:17
13-WALK-2.1-081618-WS,"TOTAL DISSOLVED SOLIDS (RESIDUE, FILTERABLE)",TDS,TRUE,,R1807891,8/16/2018 16:15,238,mg/l,NA,NA,NA,,4,mg/l,10,N,N,8/23/2018 11:10
13-WALK-2.1-081618-WS,TURBIDITY,TURB,TRUE,,R1807891,8/16/2018 16:15,28.5,ntu,NA,NA,NA,,0.06,ntu,0.1,N,N,8/17/2018 10:45
13-WALK-2.1-081618-WS,Zinc,7440-66-6,TRUE,,R1807891,8/16/2018 16:15,14.6,ug/l,NA,NA,NA,,2.5,ug/l,5,N,N,8/29/2018 14:26
13-WALK-2.1-081618-WS,Magnesium,7439-95-4,TRUE,,R1807891,8/16/2018 16:15,7620,ug/l,NA,NA,NA,,29,ug/l,1000,N,N,8/25/2018 19:58
13-WALK-2.1-081618-WS,Arsenic,7440-38-2,TRUE,,R1807891,8/16/2018 16:15,2.1,ug/l,NA,NA,NA,,0.39,ug/l,1,N,N,8/29/2018 14:26
13-WALK-2.1-081618-WS,Cadmium,7440-43-9,TRUE,U,R1807891,8/16/2018 16:15,NA,ug/l,NA,NA,NA,,0.064,ug/l,1,N,N,8/29/2018 14:26
13-WALK-2.1-081618-WS,Copper,7440-50-8,TRUE,,R1807891,8/16/2018 16:15,4.8,ug/l,NA,NA,NA,,0.66,ug/l,1,N,N,8/29/2018 14:26
13-WALK-2.1-081618-WS,Aluminum,7429-90-5,TRUE,,R1807891,8/16/2018 16:15,608,ug/l,NA,NA,NA,,23,ug/l,100,N,N,8/31/2018 14:36
13-WALK-2.1-081618-WS,Calcium,7440-70-2,TRUE,,R1807891,8/16/2018 16:15,36000,ug/l,NA,NA,NA,,110,ug/l,1000,N,N,8/25/2018 19:58
13-WALK-2.1-081618-WS,Nickel,7440-02-0,TRUE,,R1807891,8/16/2018 16:15,2.9,ug/l,NA,NA,NA,,0.26,ug/l,1,N,N,8/29/2018 14:26
13-WALK-2.1-081618-WS,Silver,7440-22-4,TRUE,J,R1807891,8/16/2018 16:15,0.076,ug/l,NA,NA,NA,,0.039,ug/l,1,N,N,8/29/2018 14:26
13-WALK-2.1-081618-WS,Lead,7439-92-1,TRUE,,R1807891,8/16/2018 16:15,1.9,ug/l,NA,NA,NA,,0.067,ug/l,1,N,N,8/29/2018 14:26
13-WALK-2.1-081618-WS,Iron,7439-89-6,TRUE,,R1807891,8/16/2018 16:15,1410,ug/l,NA,NA,NA,,13,ug/l,100,N,N,8/25/2018 19:58
13-WALK-2.1-081618-WS-EB,"ALKALINITY, TOTAL (AS CaCO3)",ALK,TRUE,U,R1807891,8/16/2018 16:15,NA,mg/l,NA,NA,NA,,1,mg/l,2,N,EB,8/28/2018 2:08
13-WALK-2.1-081618-WS-EB,"Nitrogen, ammonia (As N)",7664-41-7,TRUE,U,R1807891,8/16/2018 16:15,NA,mg/l,NA,NA,NA,,8.00E-04,mg/l,0.005,N,EB,9/5/2018 16:21
13-WALK-2.1-081618-WS-EB,CHLORIDE (AS CL),16887-00-6,TRUE,U,R1807891,8/16/2018 16:15,NA,mg/l,NA,NA,NA,,0.2,mg/l,2,N,EB,8/30/2018 6:22
13-WALK-2.1-081618-WS-EB,Chlorophyll A,479-61-8,TRUE,U,R1807891,8/16/2018 16:15,NA,ug/l,NA,NA,NA,,NA,ug/l,0.04,N,EB,9/13/2018 8:30
13-WALK-2.1-081618-WS-EB,HARDNESS (AS CACO3),HARD,TRUE,U,R1807891,8/16/2018 16:15,NA,mg/l,NA,NA,NA,,NA,mg/l,6.62,N,EB,8/25/2018 20:29
13-WALK-2.1-081618-WS-EB,"NITROGEN, NITRATE (AS N)",14797-55-8,TRUE,U,R1807891,8/16/2018 16:15,NA,mg/l,NA,NA,NA,,NA,mg/l,0.01,N,EB,8/17/2018 20:09
13-WALK-2.1-081618-WS-EB,"PHOSPHORUS, TOTAL (AS P)",7723-14-0,TRUE,U,R1807891,8/16/2018 16:15,NA,mg/l,NA,NA,NA,,0.002,mg/l,0.005,N,EB,9/4/2018 17:40
13-WALK-2.1-081618-WS-EB,"TOTAL DISSOLVED SOLIDS (RESIDUE, FILTERABLE)",TDS,TRUE,U,R1807891,8/16/2018 16:15,NA,mg/l,NA,NA,NA,,4,mg/l,10,N,EB,8/23/2018 11:10
13-WALK-2.1-081618-WS-EB,TURBIDITY,TURB,TRUE,,R1807891,8/16/2018 16:15,0.81,ntu,NA,NA,NA,,0.06,ntu,0.1,N,EB,8/17/2018 10:45
13-WALK-2.1-081618-WS-EB,Iron,7439-89-6,TRUE,U,R1807891,8/16/2018 16:15,NA,ug/l,NA,NA,NA,,13,ug/l,100,N,EB,8/25/2018 20:29
13-WALK-2.1-081618-WS-EB,Zinc,7440-66-6,TRUE,U,R1807891,8/16/2018 16:15,NA,ug/l,NA,NA,NA,,2.5,ug/l,5,N,EB,8/29/2018 14:44
13-WALK-2.1-081618-WS-EB,Magnesium,7439-95-4,TRUE,U,R1807891,8/16/2018 16:15,NA,ug/l,NA,NA,NA,,29,ug/l,1000,N,EB,8/25/2018 20:29
13-WALK-2.1-081618-WS-EB,"NITROGEN, NITRITE",14797-65-0,TRUE,U,R1807891,8/16/2018 16:15,NA,mg/l,NA,NA,NA,,0.007,mg/l,0.01,N,EB,8/17/2018 20:09
13-WALK-2.1-081618-WS-EB,Nitrogen,KN,TRUE,U,R1807891,8/16/2018 16:15,NA,mg/l,NA,NA,NA,,NA,mg/l,0.2,N,EB,9/7/2018 15:31
13-WALK-2.1-081618-WS-EB,Aluminum,7429-90-5,TRUE,U,R1807891,8/16/2018 16:15,NA,ug/l,NA,NA,NA,,2.3,ug/l,10,N,EB,8/29/2018 14:44
13-WALK-2.1-081618-WS-EB,Nitrate+Nitrite as Nitrogen,NO3NO2N,TRUE,U,R1807891,8/16/2018 16:15,NA,mg/l,NA,NA,NA,,7.00E-04,mg/l,0.002,N,EB,9/6/2018 18:22
13-WALK-2.1-081618-WS-EB,Nickel,7440-02-0,TRUE,U,R1807891,8/16/2018 16:15,NA,ug/l,NA,NA,NA,,0.26,ug/l,1,N,EB,8/29/2018 14:44
13-WALK-2.1-081618-WS-EB,Silver,7440-22-4,TRUE,U,R1807891,8/16/2018 16:15,NA,ug/l,NA,NA,NA,,0.039,ug/l,1,N,EB,8/29/2018 14:44
13-WALK-2.1-081618-WS-EB,"NITROGEN, KJELDAHL, TOTAL",KN,TRUE,U,R1807891,8/16/2018 16:15,NA,mg/l,NA,NA,NA,,0.08,mg/l,0.2,N,EB,9/7/2018 15:31
13-WALK-2.1-081618-WS-EB,Calcium,7440-70-2,TRUE,U,R1807891,8/16/2018 16:15,NA,ug/l,NA,NA,NA,,110,ug/l,1000,N,EB,8/25/2018 20:29
13-WALK-2.1-081618-WS-EB,Arsenic,7440-38-2,TRUE,U,R1807891,8/16/2018 16:15,NA,ug/l,NA,NA,NA,,0.39,ug/l,1,N,EB,8/29/2018 14:44
13-WALK-2.1-081618-WS-EB,Cadmium,7440-43-9,TRUE,U,R1807891,8/16/2018 16:15,NA,ug/l,NA,NA,NA,,0.064,ug/l,1,N,EB,8/29/2018 14:44
13-WALK-2.1-081618-WS-EB,Copper,7440-50-8,TRUE,U,R1807891,8/16/2018 16:15,NA,ug/l,NA,NA,NA,,0.66,ug/l,1,N,EB,8/29/2018 14:44
13-WALK-2.1-081618-WS-EB,Lead,7439-92-1,TRUE,U,R1807891,8/16/2018 16:15,NA,ug/l,NA,NA,NA,,0.067,ug/l,1,N,EB,8/29/2018 14:44
13-WALK-2.1-09052018-W,"ALKALINITY, TOTAL (AS CaCO3)",ALK,TRUE,,R1808566,9/5/2018 9:30,129,mg/l,NA,NA,NA,,1,mg/l,2,N,N,9/10/2018 22:04
13-WALK-2.1-09052018-W,"Nitrogen, ammonia (As N)",7664-41-7,TRUE,,R1808566,9/5/2018 9:30,0.0109,mg/l,NA,NA,NA,,8.00E-04,mg/l,0.005,N,N,9/17/2018 12:05
13-WALK-2.1-09052018-W,CHLORIDE (AS CL),16887-00-6,TRUE,,R1808566,9/5/2018 9:30,68.6,mg/l,NA,NA,NA,,0.2,mg/l,2,N,N,9/11/2018 18:14
13-WALK-2.1-09052018-W,Chlorophyll A,479-61-8,TRUE,,R1808566,9/5/2018 9:30,38.9,ug/l,NA,NA,NA,,NA,ug/l,1.6,N,N,9/18/2018 12:30
13-WALK-2.1-09052018-W,HARDNESS (AS CACO3),HARD,TRUE,,R1808566,9/5/2018 9:30,163,mg/l,NA,NA,NA,,NA,mg/l,6.62,N,N,9/14/2018 15:04
13-WALK-2.1-09052018-W,"NITROGEN, NITRATE (AS N)",14797-55-8,TRUE,,R1808566,9/5/2018 9:30,0.804,mg/l,NA,NA,NA,,NA,mg/l,0.01,N,N,9/6/2018 19:32
13-WALK-2.1-09052018-W,Nitrate+Nitrite as Nitrogen,NO3NO2N,TRUE,,R1808566,9/5/2018 9:30,0.804,mg/l,NA,NA,NA,,7.00E-04,mg/l,0.002,N,N,9/13/2018 16:18
13-WALK-2.1-09052018-W,"NITROGEN, NITRITE",14797-65-0,TRUE,U,R1808566,9/5/2018 9:30,NA,mg/l,NA,NA,NA,,0.007,mg/l,0.01,N,N,9/6/2018 19:32
13-WALK-2.1-09052018-W,Nitrogen,KN,TRUE,,R1808566,9/5/2018 9:30,1.44,mg/l,NA,NA,NA,,NA,mg/l,0.1,N,N,9/20/2018 15:49
13-WALK-2.1-09052018-W,"NITROGEN, KJELDAHL, TOTAL",KN,TRUE,,R1808566,9/5/2018 9:30,0.64,mg/l,NA,NA,NA,,0.08,mg/l,0.1,N,N,9/20/2018 15:49
13-WALK-2.1-09052018-W,"PHOSPHORUS, TOTAL (AS P)",7723-14-0,TRUE,,R1808566,9/5/2018 9:30,0.121,mg/l,NA,NA,NA,,0.01,mg/l,0.025,N,N,9/21/2018 17:34
13-WALK-2.1-09052018-W,"TOTAL DISSOLVED SOLIDS (RESIDUE, FILTERABLE)",TDS,TRUE,,R1808566,9/5/2018 9:30,295,mg/l,NA,NA,NA,,4,mg/l,10,N,N,9/10/2018 10:51
13-WALK-2.1-09052018-W,TURBIDITY,TURB,TRUE,,R1808566,9/5/2018 9:30,6.31,ntu,NA,NA,NA,,0.06,ntu,0.1,N,N,9/6/2018 15:00
13-WALK-2.1-09052018-W,Aluminum,7429-90-5,TRUE,,R1808566,9/5/2018 9:30,105,ug/l,NA,NA,NA,,2.3,ug/l,10,N,N,9/20/2018 17:11
13-WALK-2.1-09052018-W,Arsenic,7440-38-2,TRUE,,R1808566,9/5/2018 9:30,1.5,ug/l,NA,NA,NA,,0.39,ug/l,1,N,N,9/18/2018 14:52
13-WALK-2.1-09052018-W,Cadmium,7440-43-9,TRUE,U,R1808566,9/5/2018 9:30,NA,ug/l,NA,NA,NA,,0.064,ug/l,1,N,N,9/18/2018 14:52
13-WALK-2.1-09052018-W,Copper,7440-50-8,TRUE,,R1808566,9/5/2018 9:30,2.7,ug/l,NA,NA,NA,,0.66,ug/l,1,N,N,9/18/2018 14:52
13-WALK-2.1-09052018-W,Lead,7439-92-1,TRUE,J,R1808566,9/5/2018 9:30,0.46,ug/l,NA,NA,NA,,0.067,ug/l,1,N,N,9/18/2018 14:52
13-WALK-2.1-09052018-W,Calcium,7440-70-2,TRUE,E,R1808566,9/5/2018 9:30,44200,ug/l,NA,NA,NA,,110,ug/l,1000,N,N,9/14/2018 15:04
13-WALK-2.1-09052018-W,Nickel,7440-02-0,TRUE,,R1808566,9/5/2018 9:30,1.4,ug/l,NA,NA,NA,,0.26,ug/l,1,N,N,9/20/2018 17:11
13-WALK-2.1-09052018-W,Silver,7440-22-4,TRUE,U,R1808566,9/5/2018 9:30,NA,ug/l,NA,NA,NA,,0.039,ug/l,1,N,N,9/18/2018 14:52
13-WALK-2.1-09052018-W,Iron,7439-89-6,TRUE,,R1808566,9/5/2018 9:30,297,ug/l,NA,NA,NA,,13,ug/l,100,N,N,9/14/2018 15:04
13-WALK-2.1-09052018-W,Zinc,7440-66-6,TRUE,,R1808566,9/5/2018 9:30,6.3,ug/l,NA,NA,NA,,2.5,ug/l,5,N,N,9/18/2018 14:52
13-WALK-2.1-09052018-W,Magnesium,7439-95-4,TRUE,,R1808566,9/5/2018 9:30,12700,ug/l,NA,NA,NA,,29,ug/l,1000,N,N,9/14/2018 15:04
13-WALK-2.1-09052018-WMS,"Nitrogen, ammonia (As N)",7664-41-7,TRUE,,R1808566,9/5/2018 9:30,0.556,mg/l,0.0109,0.5,0.556,,8.00E-04,mg/l,0.005,MS,,9/17/2018 12:21
13-WALK-2.1-09052018-WMSD,"Nitrogen, ammonia (As N)",7664-41-7,TRUE,,R1808566,9/5/2018 9:30,0.562,mg/l,NA,NA,NA,,8.00E-04,mg/l,0.005,SD,,9/17/2018 12:37
13-WALK-2.1-10032018-W,"ALKALINITY, TOTAL (AS CaCO3)",ALK,TRUE,,R1809618,10/3/2018 10:00,78.8,mg/l,NA,NA,NA,,1,mg/l,2,N,N,10/10/2018 17:57
13-WALK-2.1-10032018-W,"Nitrogen, ammonia (As N)",7664-41-7,TRUE,,R1809618,10/3/2018 10:00,0.0262,mg/l,NA,NA,NA,,8.00E-04,mg/l,0.005,N,N,10/11/2018 0:36
13-WALK-2.1-10032018-W,CHLORIDE (AS CL),16887-00-6,TRUE,,R1809618,10/3/2018 10:00,38.2,mg/l,NA,NA,NA,,0.2,mg/l,2,N,N,10/12/2018 19:17
13-WALK-2.1-10032018-W,Chlorophyll A,479-61-8,TRUE,,R1809618,10/3/2018 10:00,1.93,ug/l,NA,NA,NA,,NA,ug/l,0.11,N,N,10/9/2018 11:00
13-WALK-2.1-10032018-W,HARDNESS (AS CACO3),HARD,TRUE,,R1809618,10/3/2018 10:00,102,mg/l,NA,NA,NA,,NA,mg/l,6.62,N,N,10/12/2018 20:29
13-WALK-2.1-10032018-W,"NITROGEN, NITRATE (AS N)",14797-55-8,TRUE,,R1809618,10/3/2018 10:00,0.653,mg/l,NA,NA,NA,,NA,mg/l,0.01,N,N,10/4/2018 21:38
