sys_sample_code,site,chemical_name,sample_date,cas_rn,fraction,result_value,result_unit,method_detection_limit,detection_limit_unit,quantitation_limit,lab_qualifiers,validator_qualifiers,interpreted_qualifiers
13-RIOG-0.7-09062018-W,13-RIOG-0.7,Cadmium,9/6/2018,7440-43-9,TRUE,NA,ug/l,0.064,ug/l,1,U,U,Analyte was analyzed for but not detected
13-RIOG-0.7-09062018-W,13-RIOG-0.7,Calcium,9/6/2018,7440-70-2,TRUE,66800,ug/l,110,ug/l,1000,E,J,estimated value due to lab error
13-RIOG-0.7-09062018-W,13-RIOG-0.7,CHLORIDE (AS CL),9/6/2018,16887-00-6,TRUE,224,mg/l,0.5,mg/l,8,,A,
13-RIOG-0.7-09062018-W,13-RIOG-0.7,Chlorophyll A,9/6/2018,479-61-8,TRUE,0.715,ug/l,NA,ug/l,0.053,,A,
13-RIOG-0.7-09062018-W,13-RIOG-0.7,Copper,9/6/2018,7440-50-8,TRUE,9.4,ug/l,0.66,ug/l,1,,A,
13-RIOG-0.7-09062018-W,13-RIOG-0.7,HARDNESS (AS CACO3),9/6/2018,HARD,TRUE,218,mg/l,NA,mg/l,6.62,,A,
13-RIOG-0.7-09062018-W,13-RIOG-0.7,Iron,9/6/2018,7439-89-6,TRUE,392,ug/l,13,ug/l,100,,A,
13-RIOG-0.7-09062018-W,13-RIOG-0.7,Lead,9/6/2018,7439-92-1,TRUE,0.82,ug/l,0.067,ug/l,1,J,J,estimated value due to lab error
13-RIOG-0.7-09062018-W,13-RIOG-0.7,Magnesium,9/6/2018,7439-95-4,TRUE,12300,ug/l,29,ug/l,1000,,A,
13-RIOG-0.7-09062018-W,13-RIOG-0.7,Nickel,9/6/2018,7440-02-0,TRUE,2.2,ug/l,0.26,ug/l,1,,A,
13-RIOG-0.7-09062018-W,13-RIOG-0.7,Nitrate+Nitrite as Nitrogen,9/6/2018,NO3NO2N,TRUE,14,mg/l,0.007,mg/l,0.02,,A,
13-RIOG-0.7-09062018-W,13-RIOG-0.7,Nitrogen,9/6/2018,KN,TRUE,14.8,mg/l,NA,mg/l,0.1,,A,
13-RIOG-0.7-09062018-W,13-RIOG-0.7,"Nitrogen, ammonia (As N)",9/6/2018,7664-41-7,TRUE,0.0414,mg/l,8.00E-04,mg/l,0.005,,A,
13-RIOG-0.7-09062018-W,13-RIOG-0.7,"NITROGEN, KJELDAHL, TOTAL",9/6/2018,KN,TRUE,0.78,mg/l,0.08,mg/l,0.1,,A,
13-RIOG-0.7-09062018-W,13-RIOG-0.7,"NITROGEN, NITRATE (AS N)",9/6/2018,14797-55-8,TRUE,14,mg/l,NA,mg/l,0.01,,A,
13-RIOG-0.7-09062018-W,13-RIOG-0.7,"NITROGEN, NITRITE",9/6/2018,14797-65-0,TRUE,0.031,mg/l,0.007,mg/l,0.01,,A,
13-RIOG-0.7-09062018-W,13-RIOG-0.7,"PHOSPHORUS, TOTAL (AS P)",9/6/2018,7723-14-0,TRUE,1.64,mg/l,0.2,mg/l,0.5,,A,
13-RIOG-0.7-09062018-W,13-RIOG-0.7,Silver,9/6/2018,7440-22-4,TRUE,NA,ug/l,0.039,ug/l,1,U,U,Analyte was analyzed for but not detected
13-RIOG-0.7-09062018-W,13-RIOG-0.7,"TOTAL DISSOLVED SOLIDS (RESIDUE, FILTERABLE)",9/6/2018,TDS,TRUE,624,mg/l,4,mg/l,10,,A,
13-RIOG-0.7-09062018-W,13-RIOG-0.7,TURBIDITY,9/6/2018,TURB,TRUE,2.3,ntu,0.06,ntu,0.1,,T,
13-RIOG-0.7-09062018-W,13-RIOG-0.7,Zinc,9/6/2018,7440-66-6,TRUE,14.9,ug/l,2.5,ug/l,5,,A,
13-RIOG-0.7-10042018-W,13-RIOG-0.7,"ALKALINITY, TOTAL (AS CaCO3)",10/4/2018,ALK,TRUE,99.2,mg/l,1,mg/l,2,,A,
13-RIOG-0.7-10042018-W,13-RIOG-0.7,Aluminum,10/4/2018,7429-90-5,TRUE,167,ug/l,11.5,ug/l,50,,A,
13-RIOG-0.7-10042018-W,13-RIOG-0.7,Arsenic,10/4/2018,7440-38-2,TRUE,0.89,ug/l,0.39,ug/l,1,J,J,estimated value due to lab error
13-RIOG-0.7-10042018-W,13-RIOG-0.7,Cadmium,10/4/2018,7440-43-9,TRUE,NA,ug/l,0.064,ug/l,1,U,U,Analyte was analyzed for but not detected
13-RIOG-0.7-10042018-W,13-RIOG-0.7,Calcium,10/4/2018,7440-70-2,TRUE,34500,ug/l,110,ug/l,1000,,A,
13-RIOG-0.7-10042018-W,13-RIOG-0.7,CHLORIDE (AS CL),10/4/2018,16887-00-6,TRUE,86,mg/l,0.2,mg/l,2,,A,
13-RIOG-0.7-10042018-W,13-RIOG-0.7,Chlorophyll A,10/4/2018,479-61-8,TRUE,3.33,ug/l,NA,ug/l,0.17,,A,
13-RIOG-0.7-10042018-W,13-RIOG-0.7,Copper,10/4/2018,7440-50-8,TRUE,4.6,ug/l,0.66,ug/l,1,,A,
13-RIOG-0.7-10042018-W,13-RIOG-0.7,HARDNESS (AS CACO3),10/4/2018,HARD,TRUE,113,mg/l,NA,mg/l,6.62,,A,
13-RIOG-0.7-10042018-W,13-RIOG-0.7,Iron,10/4/2018,7439-89-6,TRUE,498,ug/l,13,ug/l,100,,A,
13-RIOG-0.7-10042018-W,13-RIOG-0.7,Lead,10/4/2018,7439-92-1,TRUE,1.4,ug/l,0.067,ug/l,1,,A,
13-RIOG-0.7-10042018-W,13-RIOG-0.7,Magnesium,10/4/2018,7439-95-4,TRUE,6590,ug/l,29,ug/l,1000,,A,
13-RIOG-0.7-10042018-W,13-RIOG-0.7,Nickel,10/4/2018,7440-02-0,TRUE,1.4,ug/l,0.26,ug/l,1,,A,
13-RIOG-0.7-10042018-W,13-RIOG-0.7,Nitrate+Nitrite as Nitrogen,10/4/2018,NO3NO2N,TRUE,0.931,mg/l,7.00E-04,mg/l,0.002,,A,
13-RIOG-0.7-10042018-W,13-RIOG-0.7,Nitrogen,10/4/2018,KN,TRUE,1.69,mg/l,NA,mg/l,0.1,,A,
13-RIOG-0.7-10042018-W,13-RIOG-0.7,"Nitrogen, ammonia (As N)",10/4/2018,7664-41-7,TRUE,0.0317,mg/l,8.00E-04,mg/l,0.005,,A,
13-RIOG-0.7-10042018-W,13-RIOG-0.7,"NITROGEN, KJELDAHL, TOTAL",10/4/2018,KN,TRUE,0.76,mg/l,0.08,mg/l,0.1,,A,
13-RIOG-0.7-10042018-W,13-RIOG-0.7,"NITROGEN, NITRATE (AS N)",10/4/2018,14797-55-8,TRUE,0.908,mg/l,NA,mg/l,0.01,,A,
13-RIOG-0.7-10042018-W,13-RIOG-0.7,"NITROGEN, NITRITE",10/4/2018,14797-65-0,TRUE,0.024,mg/l,0.007,mg/l,0.01,,A,
13-RIOG-0.7-10042018-W,13-RIOG-0.7,"PHOSPHORUS, TOTAL (AS P)",10/4/2018,7723-14-0,TRUE,0.247,mg/l,0.01,mg/l,0.025,,A,
13-RIOG-0.7-10042018-W,13-RIOG-0.7,Silver,10/4/2018,7440-22-4,TRUE,0.05,ug/l,0.039,ug/l,1,J,J,estimated value due to lab error
13-RIOG-0.7-10042018-W,13-RIOG-0.7,"TOTAL DISSOLVED SOLIDS (RESIDUE, FILTERABLE)",10/4/2018,TDS,TRUE,287,mg/l,4,mg/l,10,,A,
13-RIOG-0.7-10042018-W,13-RIOG-0.7,TURBIDITY,10/4/2018,TURB,TRUE,3.02,ntu,0.06,ntu,0.1,,A,
13-RIOG-0.7-10042018-W,13-RIOG-0.7,Zinc,10/4/2018,7440-66-6,TRUE,10.9,ug/l,2.5,ug/l,5,,A,
13-RUTG-1.5-07112018-W,13-RUTG-1.5,"ALKALINITY, TOTAL (AS CaCO3)",7/11/2018,ALK,TRUE,96,mg/l,1,mg/l,2,,A,
13-RUTG-1.5-07112018-W,13-RUTG-1.5,Aluminum,7/11/2018,7429-90-5,TRUE,109,ug/l,2.3,ug/l,10,,A,
13-RUTG-1.5-07112018-W,13-RUTG-1.5,Arsenic,7/11/2018,7440-38-2,TRUE,0.94,ug/l,0.39,ug/l,1,J,J,estimated value due to lab error
13-RUTG-1.5-07112018-W,13-RUTG-1.5,Cadmium,7/11/2018,7440-43-9,TRUE,NA,ug/l,0.064,ug/l,1,U,U,Analyte was analyzed for but not detected
13-RUTG-1.5-07112018-W,13-RUTG-1.5,Calcium,7/11/2018,7440-70-2,TRUE,42400,ug/l,110,ug/l,1000,,A,
13-RUTG-1.5-07112018-W,13-RUTG-1.5,CHLORIDE (AS CL),7/11/2018,16887-00-6,TRUE,73.8,mg/l,0.2,mg/l,2,,A,
13-RUTG-1.5-07112018-W,13-RUTG-1.5,Chlorophyll A,7/11/2018,479-61-8,TRUE,1.68,ug/l,NA,ug/l,0.06,,A,
13-RUTG-1.5-07112018-W,13-RUTG-1.5,Copper,7/11/2018,7440-50-8,TRUE,1.5,ug/l,0.66,ug/l,1,,A,
13-RUTG-1.5-07112018-W,13-RUTG-1.5,HARDNESS (AS CACO3),7/11/2018,HARD,TRUE,132,mg/l,NA,mg/l,6.62,,A,
13-RUTG-1.5-07112018-W,13-RUTG-1.5,Iron,7/11/2018,7439-89-6,TRUE,300,ug/l,13,ug/l,100,,A,
13-RUTG-1.5-07112018-W,13-RUTG-1.5,Lead,7/11/2018,7439-92-1,TRUE,0.52,ug/l,0.067,ug/l,1,J,J,estimated value due to lab error
13-RUTG-1.5-07112018-W,13-RUTG-1.5,Magnesium,7/11/2018,7439-95-4,TRUE,6390,ug/l,29,ug/l,1000,,A,
13-RUTG-1.5-07112018-W,13-RUTG-1.5,Nickel,7/11/2018,7440-02-0,TRUE,1.6,ug/l,0.26,ug/l,1,,A,
13-RUTG-1.5-07112018-W,13-RUTG-1.5,Nitrate+Nitrite as Nitrogen,7/11/2018,NO3NO2N,TRUE,0.441,mg/l,7.00E-04,mg/l,0.002,,A,
13-RUTG-1.5-07112018-W,13-RUTG-1.5,Nitrogen,7/11/2018,KN,TRUE,1.36,mg/l,NA,mg/l,0.2,,A,
13-RUTG-1.5-07112018-W,13-RUTG-1.5,"Nitrogen, ammonia (As N)",7/11/2018,7664-41-7,TRUE,0.0188,mg/l,8.00E-04,mg/l,0.005,,T,
13-RUTG-1.5-07112018-W,13-RUTG-1.5,"NITROGEN, KJELDAHL, TOTAL",7/11/2018,KN,TRUE,0.92,mg/l,0.08,mg/l,0.2,,A,
13-RUTG-1.5-07112018-W,13-RUTG-1.5,"NITROGEN, NITRATE (AS N)",7/11/2018,14797-55-8,TRUE,0.441,mg/l,NA,mg/l,0.01,,A,
13-RUTG-1.5-07112018-W,13-RUTG-1.5,"NITROGEN, NITRITE",7/11/2018,14797-65-0,TRUE,NA,mg/l,0.007,mg/l,0.01,U,U,Analyte was analyzed for but not detected
13-RUTG-1.5-07112018-W,13-RUTG-1.5,"PHOSPHORUS, TOTAL (AS P)",7/11/2018,7723-14-0,TRUE,0.0723,mg/l,0.002,mg/l,0.005,,A,
13-RUTG-1.5-07112018-W,13-RUTG-1.5,Silver,7/11/2018,7440-22-4,TRUE,NA,ug/l,0.039,ug/l,1,U,U,Analyte was analyzed for but not detected
13-RUTG-1.5-07112018-W,13-RUTG-1.5,"TOTAL DISSOLVED SOLIDS (RESIDUE, FILTERABLE)",7/11/2018,TDS,TRUE,253,mg/l,4,mg/l,10,,A,
13-RUTG-1.5-07112018-W,13-RUTG-1.5,TURBIDITY,7/11/2018,TURB,TRUE,4.94,ntu,0.06,ntu,0.1,,J,estimated value due to Equipment Blank error
13-RUTG-1.5-07112018-W,13-RUTG-1.5,Zinc,7/11/2018,7440-66-6,TRUE,5.4,ug/l,2.5,ug/l,5,,A,
13-RUTG-1.5-07242018-WS,13-RUTG-1.5,"ALKALINITY, TOTAL (AS CaCO3)",7/24/2018,ALK,TRUE,46.4,mg/l,1,mg/l,2,,A,
13-RUTG-1.5-07242018-WS,13-RUTG-1.5,Aluminum,7/24/2018,7429-90-5,TRUE,1270,ug/l,23,ug/l,100,,A,
13-RUTG-1.5-07242018-WS,13-RUTG-1.5,Arsenic,7/24/2018,7440-38-2,TRUE,1.1,ug/l,0.39,ug/l,1,,A,
13-RUTG-1.5-07242018-WS,13-RUTG-1.5,Cadmium,7/24/2018,7440-43-9,TRUE,NA,ug/l,0.064,ug/l,1,U,U,Analyte was analyzed for but not detected
13-RUTG-1.5-07242018-WS,13-RUTG-1.5,Calcium,7/24/2018,7440-70-2,TRUE,21400,ug/l,110,ug/l,1000,,A,
13-RUTG-1.5-07242018-WS,13-RUTG-1.5,CHLORIDE (AS CL),7/24/2018,16887-00-6,TRUE,51.3,mg/l,0.2,mg/l,2,,A,
13-RUTG-1.5-07242018-WS,13-RUTG-1.5,Chlorophyll A,7/24/2018,479-61-8,TRUE,7.53,ug/l,NA,ug/l,0.26,,A,
13-RUTG-1.5-07242018-WS,13-RUTG-1.5,Copper,7/24/2018,7440-50-8,TRUE,4,ug/l,0.66,ug/l,1,,A,
13-RUTG-1.5-07242018-WS,13-RUTG-1.5,HARDNESS (AS CACO3),7/24/2018,HARD,TRUE,68.8,mg/l,NA,mg/l,6.62,,A,
13-RUTG-1.5-07242018-WS,13-RUTG-1.5,Iron,7/24/2018,7439-89-6,TRUE,2560,ug/l,13,ug/l,100,N,R,lab error
13-RUTG-1.5-07242018-WS,13-RUTG-1.5,Lead,7/24/2018,7439-92-1,TRUE,2.5,ug/l,0.067,ug/l,1,,A,
13-RUTG-1.5-07242018-WS,13-RUTG-1.5,Magnesium,7/24/2018,7439-95-4,TRUE,3700,ug/l,29,ug/l,1000,,A,
13-RUTG-1.5-07242018-WS,13-RUTG-1.5,Nickel,7/24/2018,7440-02-0,TRUE,2.5,ug/l,0.26,ug/l,1,,A,
13-RUTG-1.5-07242018-WS,13-RUTG-1.5,Nitrate+Nitrite as Nitrogen,7/24/2018,NO3NO2N,TRUE,0.429,mg/l,7.00E-04,mg/l,0.002,,A,
13-RUTG-1.5-07242018-WS,13-RUTG-1.5,Nitrogen,7/24/2018,KN,TRUE,1.25,mg/l,NA,mg/l,0.2,,A,
13-RUTG-1.5-07242018-WS,13-RUTG-1.5,"Nitrogen, ammonia (As N)",7/24/2018,7664-41-7,TRUE,0.033,mg/l,8.00E-04,mg/l,0.005,,R,Precision error
13-RUTG-1.5-07242018-WS,13-RUTG-1.5,"NITROGEN, KJELDAHL, TOTAL",7/24/2018,KN,TRUE,0.82,mg/l,0.08,mg/l,0.2,,A,
13-RUTG-1.5-07242018-WS,13-RUTG-1.5,"NITROGEN, NITRATE (AS N)",7/24/2018,14797-55-8,TRUE,0.429,mg/l,NA,mg/l,0.01,,A,
13-RUTG-1.5-07242018-WS,13-RUTG-1.5,"NITROGEN, NITRITE",7/24/2018,14797-65-0,TRUE,NA,mg/l,0.007,mg/l,0.01,U,U,Analyte was analyzed for but not detected
13-RUTG-1.5-07242018-WS,13-RUTG-1.5,"PHOSPHORUS, TOTAL (AS P)",7/24/2018,7723-14-0,TRUE,0.15,mg/l,0.01,mg/l,0.025,,A,
13-RUTG-1.5-07242018-WS,13-RUTG-1.5,Silver,7/24/2018,7440-22-4,TRUE,NA,ug/l,0.039,ug/l,1,U,U,Analyte was analyzed for but not detected
13-RUTG-1.5-07242018-WS,13-RUTG-1.5,"TOTAL DISSOLVED SOLIDS (RESIDUE, FILTERABLE)",7/24/2018,TDS,TRUE,168,mg/l,4,mg/l,10,,A,
13-RUTG-1.5-07242018-WS,13-RUTG-1.5,TURBIDITY,7/24/2018,TURB,TRUE,18,ntu,0.06,ntu,0.1,,A,
13-RUTG-1.5-07242018-WS,13-RUTG-1.5,Zinc,7/24/2018,7440-66-6,TRUE,14,ug/l,2.5,ug/l,5,,A,
13-RUTG-1.5-08142018-WS,13-RUTG-1.5,"ALKALINITY, TOTAL (AS CaCO3)",8/14/2018,ALK,TRUE,52.8,mg/l,1,mg/l,2,,A,
13-RUTG-1.5-08142018-WS,13-RUTG-1.5,Aluminum,8/14/2018,7429-90-5,TRUE,1130,ug/l,23,ug/l,100,,A,
13-RUTG-1.5-08142018-WS,13-RUTG-1.5,Arsenic,8/14/2018,7440-38-2,TRUE,0.92,ug/l,0.39,ug/l,1,J,J,estimated value due to lab error
13-RUTG-1.5-08142018-WS,13-RUTG-1.5,Cadmium,8/14/2018,7440-43-9,TRUE,0.1,ug/l,0.064,ug/l,1,J,J,estimated value due to lab error
13-RUTG-1.5-08142018-WS,13-RUTG-1.5,Calcium,8/14/2018,7440-70-2,TRUE,19500,ug/l,110,ug/l,1000,,A,
13-RUTG-1.5-08142018-WS,13-RUTG-1.5,CHLORIDE (AS CL),8/14/2018,16887-00-6,TRUE,39.1,mg/l,0.2,mg/l,2,,A,
13-RUTG-1.5-08142018-WS,13-RUTG-1.5,Chlorophyll A,8/14/2018,479-61-8,TRUE,3.28,ug/l,NA,ug/l,0.16,,A,
13-RUTG-1.5-08142018-WS,13-RUTG-1.5,Copper,8/14/2018,7440-50-8,TRUE,3.4,ug/l,0.66,ug/l,1,,A,
13-RUTG-1.5-08142018-WS,13-RUTG-1.5,HARDNESS (AS CACO3),8/14/2018,HARD,TRUE,63.7,mg/l,NA,mg/l,6.62,,A,
13-RUTG-1.5-08142018-WS,13-RUTG-1.5,Iron,8/14/2018,7439-89-6,TRUE,2340,ug/l,13,ug/l,100,,A,
13-RUTG-1.5-08142018-WS,13-RUTG-1.5,Lead,8/14/2018,7439-92-1,TRUE,2.2,ug/l,0.067,ug/l,1,,A,
13-RUTG-1.5-08142018-WS,13-RUTG-1.5,Magnesium,8/14/2018,7439-95-4,TRUE,3640,ug/l,29,ug/l,1000,,A,
13-RUTG-1.5-08142018-WS,13-RUTG-1.5,Nickel,8/14/2018,7440-02-0,TRUE,2.7,ug/l,0.26,ug/l,1,,A,
13-RUTG-1.5-08142018-WS,13-RUTG-1.5,Nitrate+Nitrite as Nitrogen,8/14/2018,NO3NO2N,TRUE,0.152,mg/l,7.00E-04,mg/l,0.002,,A,
13-RUTG-1.5-08142018-WS,13-RUTG-1.5,Nitrogen,8/14/2018,KN,TRUE,1.16,mg/l,NA,mg/l,0.2,,A,
13-RUTG-1.5-08142018-WS,13-RUTG-1.5,"Nitrogen, ammonia (As N)",8/14/2018,7664-41-7,TRUE,0.0251,mg/l,8.00E-04,mg/l,0.005,,R,Precision error
13-RUTG-1.5-08142018-WS,13-RUTG-1.5,"NITROGEN, KJELDAHL, TOTAL",8/14/2018,KN,TRUE,1,mg/l,0.08,mg/l,0.2,,A,
13-RUTG-1.5-08142018-WS,13-RUTG-1.5,"NITROGEN, NITRATE (AS N)",8/14/2018,14797-55-8,TRUE,0.152,mg/l,NA,mg/l,0.01,,A,
13-RUTG-1.5-08142018-WS,13-RUTG-1.5,"NITROGEN, NITRITE",8/14/2018,14797-65-0,TRUE,NA,mg/l,0.007,mg/l,0.01,U,U,Analyte was analyzed for but not detected
13-RUTG-1.5-08142018-WS,13-RUTG-1.5,"PHOSPHORUS, TOTAL (AS P)",8/14/2018,7723-14-0,TRUE,0.168,mg/l,0.01,mg/l,0.025,,A,
13-RUTG-1.5-08142018-WS,13-RUTG-1.5,Silver,8/14/2018,7440-22-4,TRUE,NA,ug/l,0.039,ug/l,1,U,U,Analyte was analyzed for but not detected
13-RUTG-1.5-08142018-WS,13-RUTG-1.5,"TOTAL DISSOLVED SOLIDS (RESIDUE, FILTERABLE)",8/14/2018,TDS,TRUE,153,mg/l,4,mg/l,10,,A,
13-RUTG-1.5-08142018-WS,13-RUTG-1.5,TURBIDITY,8/14/2018,TURB,TRUE,30.9,ntu,0.06,ntu,0.1,,A,
13-RUTG-1.5-08142018-WS,13-RUTG-1.5,Zinc,8/14/2018,7440-66-6,TRUE,13.3,ug/l,2.5,ug/l,5,,A,
13-RUTG-1.5-09052018-W,13-RUTG-1.5,"ALKALINITY, TOTAL (AS CaCO3)",9/5/2018,ALK,TRUE,89.6,mg/l,1,mg/l,2,,A,
13-RUTG-1.5-09052018-W,13-RUTG-1.5,Aluminum,9/5/2018,7429-90-5,TRUE,55.7,ug/l,2.3,ug/l,10,,A,
13-RUTG-1.5-09052018-W,13-RUTG-1.5,Arsenic,9/5/2018,7440-38-2,TRUE,1,ug/l,0.39,ug/l,1,,A,
13-RUTG-1.5-09052018-W,13-RUTG-1.5,Cadmium,9/5/2018,7440-43-9,TRUE,NA,ug/l,0.064,ug/l,1,U,U,Analyte was analyzed for but not detected
13-RUTG-1.5-09052018-W,13-RUTG-1.5,Calcium,9/5/2018,7440-70-2,TRUE,40300,ug/l,110,ug/l,1000,E,J,estimated value due to lab error
13-RUTG-1.5-09052018-W,13-RUTG-1.5,CHLORIDE (AS CL),9/5/2018,16887-00-6,TRUE,69.3,mg/l,0.2,mg/l,2,,R,Accuracy error
13-RUTG-1.5-09052018-W,13-RUTG-1.5,Chlorophyll A,9/5/2018,479-61-8,TRUE,0.772,ug/l,NA,ug/l,0.053,,A,
13-RUTG-1.5-09052018-W,13-RUTG-1.5,Copper,9/5/2018,7440-50-8,TRUE,1.6,ug/l,0.66,ug/l,1,,A,
13-RUTG-1.5-09052018-W,13-RUTG-1.5,HARDNESS (AS CACO3),9/5/2018,HARD,TRUE,125,mg/l,NA,mg/l,6.62,,A,
13-RUTG-1.5-09052018-W,13-RUTG-1.5,Iron,9/5/2018,7439-89-6,TRUE,380,ug/l,13,ug/l,100,,A,
13-RUTG-1.5-09052018-W,13-RUTG-1.5,Lead,9/5/2018,7439-92-1,TRUE,0.29,ug/l,0.067,ug/l,1,J,J,estimated value due to lab error
13-RUTG-1.5-09052018-W,13-RUTG-1.5,Magnesium,9/5/2018,7439-95-4,TRUE,5880,ug/l,29,ug/l,1000,,A,
13-RUTG-1.5-09052018-W,13-RUTG-1.5,Nickel,9/5/2018,7440-02-0,TRUE,1.1,ug/l,0.26,ug/l,1,,A,
13-RUTG-1.5-09052018-W,13-RUTG-1.5,Nitrate+Nitrite as Nitrogen,9/5/2018,NO3NO2N,TRUE,0.582,mg/l,7.00E-04,mg/l,0.002,,A,
13-RUTG-1.5-09052018-W,13-RUTG-1.5,Nitrogen,9/5/2018,KN,TRUE,1,mg/l,NA,mg/l,0.1,,J,estimated value due to Equipment Blank error
13-RUTG-1.5-09052018-W,13-RUTG-1.5,"Nitrogen, ammonia (As N)",9/5/2018,7664-41-7,TRUE,0.0101,mg/l,8.00E-04,mg/l,0.005,,A,
13-RUTG-1.5-09052018-W,13-RUTG-1.5,"NITROGEN, KJELDAHL, TOTAL",9/5/2018,KN,TRUE,0.42,mg/l,0.08,mg/l,0.1,,A,
13-RUTG-1.5-09052018-W,13-RUTG-1.5,"NITROGEN, NITRATE (AS N)",9/5/2018,14797-55-8,TRUE,0.582,mg/l,NA,mg/l,0.01,,A,
13-RUTG-1.5-09052018-W,13-RUTG-1.5,"NITROGEN, NITRITE",9/5/2018,14797-65-0,TRUE,NA,mg/l,0.007,mg/l,0.01,U,U,Analyte was analyzed for but not detected
13-RUTG-1.5-09052018-W,13-RUTG-1.5,"PHOSPHORUS, TOTAL (AS P)",9/5/2018,7723-14-0,TRUE,0.0715,mg/l,0.002,mg/l,0.005,,A,
13-RUTG-1.5-09052018-W,13-RUTG-1.5,Silver,9/5/2018,7440-22-4,TRUE,NA,ug/l,0.039,ug/l,1,U,U,Analyte was analyzed for but not detected
13-RUTG-1.5-09052018-W,13-RUTG-1.5,"TOTAL DISSOLVED SOLIDS (RESIDUE, FILTERABLE)",9/5/2018,TDS,TRUE,263,mg/l,4,mg/l,10,,A,
13-RUTG-1.5-09052018-W,13-RUTG-1.5,TURBIDITY,9/5/2018,TURB,TRUE,2.84,ntu,0.06,ntu,0.1,,T,
13-RUTG-1.5-09052018-W,13-RUTG-1.5,Zinc,9/5/2018,7440-66-6,TRUE,NA,ug/l,2.5,ug/l,5,U,U,Analyte was analyzed for but not detected
13-RUTG-1.5-10032018-W,13-RUTG-1.5,"ALKALINITY, TOTAL (AS CaCO3)",10/3/2018,ALK,TRUE,46.8,mg/l,1,mg/l,2,,A,
13-RUTG-1.5-10032018-W,13-RUTG-1.5,Aluminum,10/3/2018,7429-90-5,TRUE,694,ug/l,23,ug/l,100,,A,
13-RUTG-1.5-10032018-W,13-RUTG-1.5,Arsenic,10/3/2018,7440-38-2,TRUE,0.88,ug/l,0.39,ug/l,1,J,J,estimated value due to lab error
13-RUTG-1.5-10032018-W,13-RUTG-1.5,Cadmium,10/3/2018,7440-43-9,TRUE,NA,ug/l,0.064,ug/l,1,U,U,Analyte was analyzed for but not detected
13-RUTG-1.5-10032018-W,13-RUTG-1.5,Calcium,10/3/2018,7440-70-2,TRUE,16700,ug/l,110,ug/l,1000,,A,
13-RUTG-1.5-10032018-W,13-RUTG-1.5,CHLORIDE (AS CL),10/3/2018,16887-00-6,TRUE,28.5,mg/l,0.2,mg/l,2,,A,
13-RUTG-1.5-10032018-W,13-RUTG-1.5,Chlorophyll A,10/3/2018,479-61-8,TRUE,0.81,ug/l,NA,ug/l,0.16,,A,
13-RUTG-1.5-10032018-W,13-RUTG-1.5,Copper,10/3/2018,7440-50-8,TRUE,2.6,ug/l,0.66,ug/l,1,,A,
13-RUTG-1.5-10032018-W,13-RUTG-1.5,HARDNESS (AS CACO3),10/3/2018,HARD,TRUE,54,mg/l,NA,mg/l,6.62,,A,
13-RUTG-1.5-10032018-W,13-RUTG-1.5,Iron,10/3/2018,7439-89-6,TRUE,1200,ug/l,13,ug/l,100,,A,
13-RUTG-1.5-10032018-W,13-RUTG-1.5,Lead,10/3/2018,7439-92-1,TRUE,1,ug/l,0.067,ug/l,1,,A,
13-RUTG-1.5-10032018-W,13-RUTG-1.5,Magnesium,10/3/2018,7439-95-4,TRUE,3000,ug/l,29,ug/l,1000,,A,
13-RUTG-1.5-10032018-W,13-RUTG-1.5,Nickel,10/3/2018,7440-02-0,TRUE,1.7,ug/l,0.26,ug/l,1,,A,
13-RUTG-1.5-10032018-W,13-RUTG-1.5,Nitrate+Nitrite as Nitrogen,10/3/2018,NO3NO2N,TRUE,0.205,mg/l,7.00E-04,mg/l,0.002,,A,
13-RUTG-1.5-10032018-W,13-RUTG-1.5,Nitrogen,10/3/2018,KN,TRUE,0.99,mg/l,NA,mg/l,0.1,,A,
13-RUTG-1.5-10032018-W,13-RUTG-1.5,"Nitrogen, ammonia (As N)",10/3/2018,7664-41-7,TRUE,0.0115,mg/l,8.00E-04,mg/l,0.005,,A,
13-RUTG-1.5-10032018-W,13-RUTG-1.5,"NITROGEN, KJELDAHL, TOTAL",10/3/2018,KN,TRUE,0.78,mg/l,0.08,mg/l,0.1,,A,
13-RUTG-1.5-10032018-W,13-RUTG-1.5,"NITROGEN, NITRATE (AS N)",10/3/2018,14797-55-8,TRUE,0.205,mg/l,NA,mg/l,0.01,,A,
13-RUTG-1.5-10032018-W,13-RUTG-1.5,"NITROGEN, NITRITE",10/3/2018,14797-65-0,TRUE,NA,mg/l,0.007,mg/l,0.01,U,U,Analyte was analyzed for but not detected
13-RUTG-1.5-10032018-W,13-RUTG-1.5,"PHOSPHORUS, TOTAL (AS P)",10/3/2018,7723-14-0,TRUE,0.118,mg/l,0.01,mg/l,0.025,,A,
13-RUTG-1.5-10032018-W,13-RUTG-1.5,Silver,10/3/2018,7440-22-4,TRUE,NA,ug/l,0.039,ug/l,1,U,U,Analyte was analyzed for but not detected
13-RUTG-1.5-10032018-W,13-RUTG-1.5,"TOTAL DISSOLVED SOLIDS (RESIDUE, FILTERABLE)",10/3/2018,TDS,TRUE,134,mg/l,4,mg/l,10,,A,
13-RUTG-1.5-10032018-W,13-RUTG-1.5,TURBIDITY,10/3/2018,TURB,TRUE,8.57,ntu,0.06,ntu,0.1,,A,
