"","Sample Name","Characteristic Name","Analysis Start Date","cas_rn","Result Sample Fraction","result value","result_unit","method_detection_limit","detection_limit_unit","quantitation_limit","lab_qualifiers","validator_qualifiers","interpreted_qualifiers","Lab Name Code","Lab Sample Name","Result Value Type","reporting_detection_limit","Analysis Date Timezone","Results Detection Condition"
"1322","18LHB209","Chlorophyll A","2018-08-13","479-61-8","T",21,"ug/l",NA,"ug/l",0.64,"","A","",NA,NA,NA,NA,"EDT",""
"1323","18LHB209","Color, True","2018-08-13","COLOR","T",95,"color unit",NA,"color unit",5,"","J","estimated value due to Equipment Blank error",NA,NA,NA,NA,"EDT",""
"1324","18LHB209","Nitrate+Nitrite as Nitrogen","2018-08-13","NO3NO2N","T",0.0074,"mg/l",7e-04,"mg/l",0.002,"","A","",NA,NA,NA,NA,"EDT",""
"1325","18LHB209","Nitrogen, ammonia (As N)","2018-08-13","7664-41-7","T",0.0324,"mg/l",8e-04,"mg/l",0.005,"","A","",NA,NA,NA,NA,"EDT",""
"1326","18LHB209","NITROGEN, KJELDAHL, TOTAL","2018-08-13","KN","T",0.84,"mg/l",0.08,"mg/l",0.1,"","J","estimated value due to Equipment Blank error",NA,NA,NA,NA,"EDT",""
"1327","18LHB209","pH of Color Analysis","2018-08-13","PHCOLOR","T",7.81,"pH units",NA,"pH units",NA,"","A","",NA,NA,NA,NA,"EDT",""
"1328","18LHB209","PHOSPHORUS, DISSOLVED (AS P)","2018-08-13","7723-14-0","D",0.0168,"mg/l",0.002,"mg/l",0.005,"","A","",NA,NA,NA,NA,"EDT",""
"1329","18LHB209","PHOSPHORUS, TOTAL (AS P)","2018-08-13","7723-14-0","T",0.0426,"mg/l",0.002,"mg/l",0.005,"","A","",NA,NA,NA,NA,"EDT",""
"1330","18LHB209","SULFATE (AS SO4)","2018-08-13","14808-79-8","T",6.8,"mg/l",0.2,"mg/l",2,"","A","",NA,NA,NA,NA,"EDT",""
"1331","18LHB209","UV 254","2018-08-13","UV254","T",0.324,"1/cm",NA,"1/cm",NA,"","A","",NA,NA,NA,NA,"EDT",""
"1332","18LHB210","Arsenic","2018-08-13","7440-38-2","T",1.7,"ug/l",0.39,"ug/l",1,"","A","",NA,NA,NA,NA,"EDT",""
"1333","18LHB210","Carbon, Dissolved Organic (DOC)","2018-08-13","DOC","D",10.1,"mg/l",0.05,"mg/l",1,"","A","",NA,NA,NA,NA,"EDT",""
"1334","18LHB210","Color, True","2018-08-13","COLOR","T",180,"color unit",NA,"color unit",10,"","A","",NA,NA,NA,NA,"EDT",""
"1335","18LHB210","Iron","2018-08-13","7439-89-6","T",4000,"ug/l",13,"ug/l",100,"","A","",NA,NA,NA,NA,"EDT",""
"1336","18LHB210","Manganese","2018-08-13","7439-96-5","T",4030,"ug/l",1.7,"ug/l",10,"","A","",NA,NA,NA,NA,"EDT",""
"1337","18LHB210","Nitrate+Nitrite as Nitrogen","2018-08-13","NO3NO2N","T",0.0215,"mg/l",7e-04,"mg/l",0.002,"","A","",NA,NA,NA,NA,"EDT",""
"1338","18LHB210","Nitrogen, ammonia (As N)","2018-08-13","7664-41-7","T",2.45,"mg/l",0.008,"mg/l",0.05,"","A","",NA,NA,NA,NA,"EDT",""
"1339","18LHB210","NITROGEN, KJELDAHL, TOTAL","2018-08-13","KN","T",4.32,"mg/l",0.08,"mg/l",0.1,"","A","",NA,NA,NA,NA,"EDT",""
"1340","18LHB210","pH of Color Analysis","2018-08-13","PHCOLOR","T",7.66,"pH units",NA,"pH units",NA,"","A","",NA,NA,NA,NA,"EDT",""
"1341","18LHB210","PHOSPHORUS, DISSOLVED (AS P)","2018-08-13","7723-14-0","D",0.61,"mg/l",0.04,"mg/l",0.1,"","A","",NA,NA,NA,NA,"EDT",""
"1342","18LHB210","PHOSPHORUS, TOTAL (AS P)","2018-08-13","7723-14-0","T",0.74,"mg/l",0.02,"mg/l",0.05,"","A","",NA,NA,NA,NA,"EDT",""
"1343","18LHB210","SULFATE (AS SO4)","2018-08-13","14808-79-8","T",3.7,"mg/l",0.2,"mg/l",2,"","A","",NA,NA,NA,NA,"EDT",""
"1344","18LHB210","UV 254","2018-08-13","UV254","T",0.437,"1/cm",NA,"1/cm",NA,"","A","",NA,NA,NA,NA,"EDT",""
"1345","18LHB211","ALKALINITY, TOTAL (AS CaCO3)","2018-08-13","ALK","T",20,"mg/l",1,"mg/l",2,"","A","",NA,NA,NA,NA,"EDT",""
"1346","18LHB211","Carbon, Dissolved Organic (DOC)","2018-08-13","DOC","D",5.8,"mg/l",0.05,"mg/l",1,"","A","",NA,NA,NA,NA,"EDT",""
"1347","18LHB211","Chlorophyll A","2018-08-13","479-61-8","T",10.6,"ug/l",NA,"ug/l",0.32,"","A","",NA,NA,NA,NA,"EDT",""
"1348","18LHB211","Color, True","2018-08-13","COLOR","T",25,"color unit",NA,"color unit",1,"","R","Equipment Blank error",NA,NA,NA,NA,"EDT",""
"1349","18LHB211","Nitrate+Nitrite as Nitrogen","2018-08-13","NO3NO2N","T",0.0043,"mg/l",7e-04,"mg/l",0.002,"","A","",NA,NA,NA,NA,"EDT",""
"1350","18LHB211","Nitrogen, ammonia (As N)","2018-08-13","7664-41-7","T",0.013,"mg/l",8e-04,"mg/l",0.005,"","A","",NA,NA,NA,NA,"EDT",""
"1351","18LHB211","NITROGEN, KJELDAHL, TOTAL","2018-08-13","KN","T",0.63,"mg/l",0.08,"mg/l",0.1,"","J","estimated value due to Equipment Blank error",NA,NA,NA,NA,"EDT",""
"1352","18LHB211","pH of Color Analysis","2018-08-13","PHCOLOR","T",7.7,"pH units",NA,"pH units",NA,"","A","",NA,NA,NA,NA,"EDT",""
"1353","18LHB211","PHOSPHORUS, DISSOLVED (AS P)","2018-08-13","7723-14-0","D",0.0061,"mg/l",0.002,"mg/l",0.005,"","A","",NA,NA,NA,NA,"EDT",""
"1354","18LHB211","PHOSPHORUS, TOTAL (AS P)","2018-08-13","7723-14-0","T",0.0189,"mg/l",0.002,"mg/l",0.005,"","A","",NA,NA,NA,NA,"EDT",""
"1355","18LHB211","SULFATE (AS SO4)","2018-08-13","14808-79-8","T",6.1,"mg/l",0.2,"mg/l",2,"","A","",NA,NA,NA,NA,"EDT",""
"1356","18LHB211","UV 254","2018-08-13","UV254","T",0.117,"1/cm",NA,"1/cm",NA,"","A","",NA,NA,NA,NA,"EDT",""
"1357","18LHB212","Arsenic","2018-08-13","7440-38-2","T",0.94,"ug/l",0.39,"ug/l",1,"J","J","estimated value due to lab error",NA,NA,NA,NA,"EDT","Reporting Limit, less than"
"1358","18LHB212","Carbon, Dissolved Organic (DOC)","2018-08-13","DOC","D",5.4,"mg/l",0.05,"mg/l",1,"","A","",NA,NA,NA,NA,"EDT",""
"1359","18LHB212","Color, True","2018-08-13","COLOR","T",170,"color unit",NA,"color unit",10,"","A","",NA,NA,NA,NA,"EDT",""
"1360","18LHB212","Iron","2018-08-13","7439-89-6","T",4480,"ug/l",13,"ug/l",100,"","A","",NA,NA,NA,NA,"EDT",""
"1361","18LHB212","Manganese","2018-08-13","7439-96-5","T",4020,"ug/l",1.7,"ug/l",10,"","A","",NA,NA,NA,NA,"EDT",""
"1362","18LHB212","Nitrate+Nitrite as Nitrogen","2018-08-13","NO3NO2N","T",0.0211,"mg/l",7e-04,"mg/l",0.002,"","A","",NA,NA,NA,NA,"EDT",""
"1363","18LHB212","Nitrogen, ammonia (As N)","2018-08-13","7664-41-7","T",0.149,"mg/l",8e-04,"mg/l",0.005,"","A","",NA,NA,NA,NA,"EDT",""
"1364","18LHB212","NITROGEN, KJELDAHL, TOTAL","2018-08-13","KN","T",0.94,"mg/l",0.08,"mg/l",0.1,"","J","estimated value due to Equipment Blank error",NA,NA,NA,NA,"EDT",""
"1365","18LHB212","pH of Color Analysis","2018-08-13","PHCOLOR","T",7.55,"pH units",NA,"pH units",NA,"","A","",NA,NA,NA,NA,"EDT",""
"1366","18LHB212","PHOSPHORUS, DISSOLVED (AS P)","2018-08-13","7723-14-0","D",0.0087,"mg/l",0.002,"mg/l",0.005,"","A","",NA,NA,NA,NA,"EDT",""
"1367","18LHB212","PHOSPHORUS, TOTAL (AS P)","2018-08-13","7723-14-0","T",0.0598,"mg/l",0.002,"mg/l",0.005,"","A","",NA,NA,NA,NA,"EDT",""
"1368","18LHB212","SULFATE (AS SO4)","2018-08-13","14808-79-8","T",3,"mg/l",0.2,"mg/l",2,"","A","",NA,NA,NA,NA,"EDT",""
"1369","18LHB212","UV 254","2018-08-13","UV254","T",0.264,"1/cm",NA,"1/cm",NA,"","A","",NA,NA,NA,NA,"EDT",""
"1370","18LHB213","ALKALINITY, TOTAL (AS CaCO3)","2018-08-15","ALK","T",111,"mg/l",1,"mg/l",2,"","A","",NA,NA,NA,NA,"EDT",""
"1371","18LHB213","Chlorophyll A","2018-08-15","479-61-8","T",22.4,"ug/l",NA,"ug/l",0.8,"","A","",NA,NA,NA,NA,"EDT",""
"1372","18LHB213","Color, True","2018-08-15","COLOR","T",53,"color unit",NA,"color unit",1,"","T","",NA,NA,NA,NA,"EDT",""
"1373","18LHB213","Nitrate+Nitrite as Nitrogen","2018-08-15","NO3NO2N","T",0.0353,"mg/l",7e-04,"mg/l",0.002,"","A","",NA,NA,NA,NA,"EDT",""
"1374","18LHB213","Nitrogen, ammonia (As N)","2018-08-15","7664-41-7","T",0.0492,"mg/l",8e-04,"mg/l",0.005,"","A","",NA,NA,NA,NA,"EDT",""
"1375","18LHB213","NITROGEN, KJELDAHL, TOTAL","2018-08-15","KN","T",0.84,"mg/l",0.08,"mg/l",0.1,"","J","estimated value due to Equipment Blank error",NA,NA,NA,NA,"EDT",""
"1376","18LHB213","pH of Color Analysis","2018-08-15","PHCOLOR","T",7.89,"pH units",NA,"pH units",NA,"","A","",NA,NA,NA,NA,"EDT",""
"1377","18LHB213","PHOSPHORUS, DISSOLVED (AS P)","2018-08-15","7723-14-0","D",0.0638,"mg/l",0.002,"mg/l",0.005,"","A","",NA,NA,NA,NA,"EDT",""
"1378","18LHB213","PHOSPHORUS, TOTAL (AS P)","2018-08-15","7723-14-0","T",0.127,"mg/l",0.01,"mg/l",0.025,"","A","",NA,NA,NA,NA,"EDT",""
"1379","18LHB213","TOTAL ORGANIC CARBON","2018-08-15","TOC","T",7.8,"mg/l",0.05,"mg/l",1,"","J","estimated value due to Equipment Blank error",NA,NA,NA,NA,"EDT",""
"1380","18LHB217","ALKALINITY, TOTAL (AS CaCO3)","2018-08-13","ALK","T",45.6,"mg/l",1,"mg/l",2,"","A","",NA,NA,NA,NA,"EDT",""
"1381","18LHB217","Carbon, Dissolved Organic (DOC)","2018-08-13","DOC","D",4.9,"mg/l",0.05,"mg/l",1,"","A","",NA,NA,NA,NA,"EDT",""
"1382","18LHB217","Chlorophyll A","2018-08-13","479-61-8","T",8.33,"ug/l",NA,"ug/l",0.64,"","A","",NA,NA,NA,NA,"EDT",""
"1383","18LHB217","Color, True","2018-08-13","COLOR","T",31,"color unit",NA,"color unit",1,"","R","Equipment Blank error",NA,NA,NA,NA,"EDT",""
"1384","18LHB217","Nitrate+Nitrite as Nitrogen","2018-08-13","NO3NO2N","T",0.0145,"mg/l",7e-04,"mg/l",0.002,"","A","",NA,NA,NA,NA,"EDT",""
"1385","18LHB217","Nitrogen, ammonia (As N)","2018-08-13","7664-41-7","T",0.145,"mg/l",8e-04,"mg/l",0.005,"","A","",NA,NA,NA,NA,"EDT",""
"1386","18LHB217","NITROGEN, KJELDAHL, TOTAL","2018-08-13","KN","T",0.54,"mg/l",0.08,"mg/l",0.1,"","T","",NA,NA,NA,NA,"EDT",""
"1387","18LHB217","pH of Color Analysis","2018-08-13","PHCOLOR","T",7.68,"pH units",NA,"pH units",NA,"","A","",NA,NA,NA,NA,"EDT",""
"1388","18LHB217","PHOSPHORUS, DISSOLVED (AS P)","2018-08-13","7723-14-0","D",0.0409,"mg/l",0.002,"mg/l",0.005,"","R","Result should be less than the total",NA,NA,NA,NA,"EDT",""
"1389","18LHB217","PHOSPHORUS, TOTAL (AS P)","2018-08-13","7723-14-0","T",0.0098,"mg/l",0.002,"mg/l",0.005,"","A","",NA,NA,NA,NA,"EDT",""
"1390","18LHB217","SULFATE (AS SO4)","2018-08-13","14808-79-8","T",8.1,"mg/l",0.2,"mg/l",2,"","A","",NA,NA,NA,NA,"EDT",""
"1391","18LHB217","UV 254","2018-08-13","UV254","T",0.0845,"1/cm",NA,"1/cm",NA,"","A","",NA,NA,NA,NA,"EDT",""
"1392","18LHB218","Arsenic","2018-08-13","7440-38-2","T",0.98,"ug/l",0.39,"ug/l",1,"J","J","estimated value due to lab error",NA,NA,NA,NA,"EDT","Reporting Limit, less than"
"1393","18LHB218","Carbon, Dissolved Organic (DOC)","2018-08-13","DOC","D",4.6,"mg/l",0.05,"mg/l",1,"","A","",NA,NA,NA,NA,"EDT",""
"1394","18LHB218","Color, True","2018-08-13","COLOR","T",32,"color unit",NA,"color unit",1,"","R","Equipment Blank error",NA,NA,NA,NA,"EDT",""
"1395","18LHB218","Iron","2018-08-13","7439-89-6","T",439,"ug/l",13,"ug/l",100,"","A","",NA,NA,NA,NA,"EDT",""
"1396","18LHB218","Manganese","2018-08-13","7439-96-5","T",218,"ug/l",1.7,"ug/l",10,"","A","",NA,NA,NA,NA,"EDT",""
"1397","18LHB218","Nitrate+Nitrite as Nitrogen","2018-08-13","NO3NO2N","T",0.0103,"mg/l",7e-04,"mg/l",0.002,"","A","",NA,NA,NA,NA,"EDT",""
"1398","18LHB218","Nitrogen, ammonia (As N)","2018-08-13","7664-41-7","T",0.153,"mg/l",8e-04,"mg/l",0.005,"","A","",NA,NA,NA,NA,"EDT",""
"1399","18LHB218","NITROGEN, KJELDAHL, TOTAL","2018-08-13","KN","T",0.56,"mg/l",0.08,"mg/l",0.1,"","J","estimated value due to Equipment Blank error",NA,NA,NA,NA,"EDT",""
"1400","18LHB218","pH of Color Analysis","2018-08-13","PHCOLOR","T",7.69,"pH units",NA,"pH units",NA,"","A","",NA,NA,NA,NA,"EDT",""
"1401","18LHB218","PHOSPHORUS, DISSOLVED (AS P)","2018-08-13","7723-14-0","D",0.0118,"mg/l",0.002,"mg/l",0.005,"","A","",NA,NA,NA,NA,"EDT",""
"1402","18LHB218","PHOSPHORUS, TOTAL (AS P)","2018-08-13","7723-14-0","T",0.0412,"mg/l",0.002,"mg/l",0.005,"","A","",NA,NA,NA,NA,"EDT",""
"1403","18LHB218","SULFATE (AS SO4)","2018-08-13","14808-79-8","T",8,"mg/l",0.2,"mg/l",2,"","A","",NA,NA,NA,NA,"EDT",""
"1404","18LHB218","UV 254","2018-08-13","UV254","T",0.082,"1/cm",NA,"1/cm",NA,"","A","",NA,NA,NA,NA,"EDT",""
"1405","18LHB219","ALKALINITY, TOTAL (AS CaCO3)","2018-08-13","ALK","T",53.2,"mg/l",1,"mg/l",2,"","A","",NA,NA,NA,NA,"EDT",""
"1406","18LHB219","Carbon, Dissolved Organic (DOC)","2018-08-13","DOC","D",7.6,"mg/l",0.05,"mg/l",1,"","A","",NA,NA,NA,NA,"EDT",""
"1407","18LHB219","Chlorophyll A","2018-08-13","479-61-8","T",16.7,"ug/l",NA,"ug/l",0.64,"","A","",NA,NA,NA,NA,"EDT",""
"1408","18LHB219","Color, True","2018-08-13","COLOR","T",95,"color unit",NA,"color unit",5,"","J","estimated value due to Equipment Blank error",NA,NA,NA,NA,"EDT",""
"1409","18LHB219","Nitrate+Nitrite as Nitrogen","2018-08-13","NO3NO2N","T",0.0024,"mg/l",7e-04,"mg/l",0.002,"","A","",NA,NA,NA,NA,"EDT",""
"1410","18LHB219","Nitrogen, ammonia (As N)","2018-08-13","7664-41-7","T",0.0068,"mg/l",8e-04,"mg/l",0.005,"","A","",NA,NA,NA,NA,"EDT",""
"1411","18LHB219","NITROGEN, KJELDAHL, TOTAL","2018-08-13","KN","T",0.6,"mg/l",0.08,"mg/l",0.1,"","J","estimated value due to Equipment Blank error",NA,NA,NA,NA,"EDT",""
"1412","18LHB219","pH of Color Analysis","2018-08-13","PHCOLOR","T",7.5,"pH units",NA,"pH units",NA,"","A","",NA,NA,NA,NA,"EDT",""
"1413","18LHB219","PHOSPHORUS, DISSOLVED (AS P)","2018-08-13","7723-14-0","D",0.0092,"mg/l",0.002,"mg/l",0.005,"","A","",NA,NA,NA,NA,"EDT",""
"1414","18LHB219","PHOSPHORUS, TOTAL (AS P)","2018-08-13","7723-14-0","T",0.0358,"mg/l",0.002,"mg/l",0.005,"","A","",NA,NA,NA,NA,"EDT",""
"1415","18LHB219","SULFATE (AS SO4)","2018-08-13","14808-79-8","T",5,"mg/l",0.2,"mg/l",2,"","A","",NA,NA,NA,NA,"EDT",""
"1416","18LHB219","UV 254","2018-08-13","UV254","T",0.218,"1/cm",NA,"1/cm",NA,"","A","",NA,NA,NA,NA,"EDT",""
"1417","18LHB220","Arsenic","2018-08-13","7440-38-2","T",NA,"ug/l",0.39,"ug/l",1,"U","U","Analyte was analyzed for but not detected",NA,NA,NA,NA,"EDT","Not Detected"
"1418","18LHB220","Carbon, Dissolved Organic (DOC)","2018-08-13","DOC","D",4.9,"mg/l",0.05,"mg/l",1,"","A","",NA,NA,NA,NA,"EDT",""
"1419","18LHB220","Color, True","2018-08-13","COLOR","T",100,"color unit",NA,"color unit",5,"","J","estimated value due to Equipment Blank error",NA,NA,NA,NA,"EDT",""
"1420","18LHB220","Iron","2018-08-13","7439-89-6","T",2290,"ug/l",13,"ug/l",100,"","A","",NA,NA,NA,NA,"EDT",""
"1421","18LHB220","Manganese","2018-08-13","7439-96-5","T",1720,"ug/l",1.7,"ug/l",10,"","A","",NA,NA,NA,NA,"EDT",""
"1422","18LHB220","Nitrate+Nitrite as Nitrogen","2018-08-13","NO3NO2N","T",0.0146,"mg/l",7e-04,"mg/l",0.002,"","A","",NA,NA,NA,NA,"EDT",""
"1423","18LHB220","Nitrogen, ammonia (As N)","2018-08-13","7664-41-7","T",0.546,"mg/l",8e-04,"mg/l",0.005,"","A","",NA,NA,NA,NA,"EDT",""
"1424","18LHB220","NITROGEN, KJELDAHL, TOTAL","2018-08-13","KN","T",1.03,"mg/l",0.08,"mg/l",0.1,"","J","estimated value due to Equipment Blank error",NA,NA,NA,NA,"EDT",""
"1425","18LHB220","pH of Color Analysis","2018-08-13","PHCOLOR","T",7.71,"pH units",NA,"pH units",NA,"","A","",NA,NA,NA,NA,"EDT",""
"1426","18LHB220","PHOSPHORUS, DISSOLVED (AS P)","2018-08-13","7723-14-0","D",0.15,"mg/l",0.01,"mg/l",0.025,"","A","",NA,NA,NA,NA,"EDT",""
"1427","18LHB220","PHOSPHORUS, TOTAL (AS P)","2018-08-13","7723-14-0","T",0.192,"mg/l",0.01,"mg/l",0.025,"","A","",NA,NA,NA,NA,"EDT",""
"1428","18LHB220","SULFATE (AS SO4)","2018-08-13","14808-79-8","T",5.8,"mg/l",0.2,"mg/l",2,"","A","",NA,NA,NA,NA,"EDT",""
"1429","18LHB220","UV 254","2018-08-13","UV254","T",0.202,"1/cm",NA,"1/cm",NA,"","A","",NA,NA,NA,NA,"EDT",""
"1430","18LHB221","ALKALINITY, TOTAL (AS CaCO3)","2018-08-13","ALK","T",67.2,"mg/l",1,"mg/l",2,"","A","",NA,NA,NA,NA,"EDT",""
"1431","18LHB221","Chlorophyll A","2018-08-13","479-61-8","T",18,"ug/l",NA,"ug/l",0.64,"","A","",NA,NA,NA,NA,"EDT",""
"1432","18LHB221","Color, True","2018-08-13","COLOR","T",32,"color unit",NA,"color unit",1,"","R","Equipment Blank error",NA,NA,NA,NA,"EDT",""
"1433","18LHB221","Nitrate+Nitrite as Nitrogen","2018-08-13","NO3NO2N","T",NA,"mg/l",7e-04,"mg/l",0.002,"U","U","Analyte was analyzed for but not detected",NA,NA,NA,NA,"EDT","Not Detected"
"1434","18LHB221","Nitrogen, ammonia (As N)","2018-08-13","7664-41-7","T",0.008,"mg/l",8e-04,"mg/l",0.005,"","A","",NA,NA,NA,NA,"EDT",""
"1435","18LHB221","NITROGEN, KJELDAHL, TOTAL","2018-08-13","KN","T",0.94,"mg/l",0.08,"mg/l",0.1,"","J","estimated value due to Equipment Blank error",NA,NA,NA,NA,"EDT",""
"1436","18LHB221","pH of Color Analysis","2018-08-13","PHCOLOR","T",7.77,"pH units",NA,"pH units",NA,"","A","",NA,NA,NA,NA,"EDT",""
"1437","18LHB221","PHOSPHORUS, DISSOLVED (AS P)","2018-08-13","7723-14-0","D",0.0073,"mg/l",0.002,"mg/l",0.005,"","A","",NA,NA,NA,NA,"EDT",""
"1438","18LHB221","PHOSPHORUS, TOTAL (AS P)","2018-08-13","7723-14-0","T",0.03,"mg/l",0.002,"mg/l",0.005,"","A","",NA,NA,NA,NA,"EDT",""
"1439","18LHB221","TOTAL ORGANIC CARBON","2018-08-13","TOC","T",5.7,"mg/l",0.05,"mg/l",1,"","T","",NA,NA,NA,NA,"EDT",""
"1440","18LHB222","Color, True","2018-08-13","COLOR","T",110,"color unit",NA,"color unit",5,"","J","estimated value due to Equipment Blank error",NA,NA,NA,NA,"EDT",""
"1441","18LHB222","Nitrate+Nitrite as Nitrogen","2018-08-13","NO3NO2N","T",0.0161,"mg/l",7e-04,"mg/l",0.002,"","A","",NA,NA,NA,NA,"EDT",""
"1442","18LHB222","Nitrogen, ammonia (As N)","2018-08-13","7664-41-7","T",1.06,"mg/l",8e-04,"mg/l",0.005,"","A","",NA,NA,NA,NA,"EDT",""
"1443","18LHB222","NITROGEN, KJELDAHL, TOTAL","2018-08-13","KN","T",1.66,"mg/l",0.08,"mg/l",0.1,"","A","",NA,NA,NA,NA,"EDT",""
"1444","18LHB222","pH of Color Analysis","2018-08-13","PHCOLOR","T",7.89,"pH units",NA,"pH units",NA,"","A","",NA,NA,NA,NA,"EDT",""
"1445","18LHB222","PHOSPHORUS, DISSOLVED (AS P)","2018-08-13","7723-14-0","D",0.166,"mg/l",0.01,"mg/l",0.025,"","A","",NA,NA,NA,NA,"EDT",""
"1446","18LHB222","PHOSPHORUS, TOTAL (AS P)","2018-08-13","7723-14-0","T",0.191,"mg/l",0.01,"mg/l",0.025,"","A","",NA,NA,NA,NA,"EDT",""
"1447","18LHB222","TOTAL ORGANIC CARBON","2018-08-13","TOC","T",5.6,"mg/l",0.05,"mg/l",1,"","T","",NA,NA,NA,NA,"EDT",""
"1448","18LHB223","ALKALINITY, TOTAL (AS CaCO3)","2018-08-13","ALK","T",55.6,"mg/l",1,"mg/l",2,"","A","",NA,NA,NA,NA,"EDT",""
"1449","18LHB223","Arsenic","2018-08-13","7440-38-2","T",1.4,"ug/l",0.39,"ug/l",1,"","A","",NA,NA,NA,NA,"EDT",""
"1450","18LHB223","Carbon, Dissolved Organic (DOC)","2018-08-13","DOC","D",10.3,"mg/l",0.05,"mg/l",1,"","A","",NA,NA,NA,NA,"EDT",""
"1451","18LHB223","Chlorophyll A","2018-08-13","479-61-8","T",75.3,"ug/l",NA,"ug/l",3.2,"","A","",NA,NA,NA,NA,"EDT",""
"1452","18LHB223","Color, True","2018-08-13","COLOR","T",160,"color unit",NA,"color unit",10,"","A","",NA,NA,NA,NA,"EDT",""
"1453","18LHB223","Iron","2018-08-13","7439-89-6","T",1350,"ug/l",13,"ug/l",100,"","A","",NA,NA,NA,NA,"EDT",""
"1454","18LHB223","Manganese","2018-08-13","7439-96-5","T",528,"ug/l",1.7,"ug/l",10,"","A","",NA,NA,NA,NA,"EDT",""
"1455","18LHB223","Nitrate+Nitrite as Nitrogen","2018-08-13","NO3NO2N","T",0.0228,"mg/l",7e-04,"mg/l",0.002,"","A","",NA,NA,NA,NA,"EDT",""
"1456","18LHB223","Nitrogen, ammonia (As N)","2018-08-13","7664-41-7","T",0.121,"mg/l",8e-04,"mg/l",0.005,"","A","",NA,NA,NA,NA,"EDT",""
"1457","18LHB223","NITROGEN, KJELDAHL, TOTAL","2018-08-13","KN","T",1.29,"mg/l",0.08,"mg/l",0.1,"","A","",NA,NA,NA,NA,"EDT",""
"1458","18LHB223","pH of Color Analysis","2018-08-13","PHCOLOR","T",7.9,"pH units",NA,"pH units",NA,"","A","",NA,NA,NA,NA,"EDT",""
"1459","18LHB223","PHOSPHORUS, DISSOLVED (AS P)","2018-08-13","7723-14-0","D",0.0342,"mg/l",0.002,"mg/l",0.005,"","A","",NA,NA,NA,NA,"EDT",""
"1460","18LHB223","PHOSPHORUS, TOTAL (AS P)","2018-08-13","7723-14-0","T",0.135,"mg/l",0.002,"mg/l",0.005,"","A","",NA,NA,NA,NA,"EDT",""
"1461","18LHB223","SULFATE (AS SO4)","2018-08-13","14808-79-8","T",5,"mg/l",0.2,"mg/l",2,"","A","",NA,NA,NA,NA,"EDT",""
"1462","18LHB223","UV 254","2018-08-13","UV254","T",0.37,"1/cm",NA,"1/cm",NA,"","A","",NA,NA,NA,NA,"EDT",""
"1463","18LHB225","ALKALINITY, TOTAL (AS CaCO3)","2018-08-14","ALK","T",70.4,"mg/l",1,"mg/l",2,"","A","",NA,NA,NA,NA,"EDT",""
"1464","18LHB225","Carbon, Dissolved Organic (DOC)","2018-08-14","DOC","D",7.8,"mg/l",0.05,"mg/l",1,"","A","",NA,NA,NA,NA,"EDT",""
"1465","18LHB225","Chlorophyll A","2018-08-14","479-61-8","T",4.61,"ug/l",NA,"ug/l",0.16,"","A","",NA,NA,NA,NA,"EDT",""
"1466","18LHB225","Color, True","2018-08-14","COLOR","T",75,"color unit",NA,"color unit",5,"","J","estimated value due to Equipment Blank error",NA,NA,NA,NA,"EDT",""
"1467","18LHB225","Nitrate+Nitrite as Nitrogen","2018-08-14","NO3NO2N","T",0.457,"mg/l",7e-04,"mg/l",0.002,"","A","",NA,NA,NA,NA,"EDT",""
"1468","18LHB225","Nitrogen, ammonia (As N)","2018-08-14","7664-41-7","T",0.065,"mg/l",8e-04,"mg/l",0.005,"","A","",NA,NA,NA,NA,"EDT",""
"1469","18LHB225","NITROGEN, KJELDAHL, TOTAL","2018-08-14","KN","T",0.59,"mg/l",0.08,"mg/l",0.1,"","J","estimated value due to Equipment Blank error",NA,NA,NA,NA,"EDT",""
"1470","18LHB225","pH of Color Analysis","2018-08-14","PHCOLOR","T",7.92,"pH units",NA,"pH units",NA,"","A","",NA,NA,NA,NA,"EDT",""
"1471","18LHB225","PHOSPHORUS, DISSOLVED (AS P)","2018-08-14","7723-14-0","D",0.0376,"mg/l",0.002,"mg/l",0.005,"","A","",NA,NA,NA,NA,"EDT",""
"1472","18LHB225","PHOSPHORUS, TOTAL (AS P)","2018-08-14","7723-14-0","T",0.0536,"mg/l",0.002,"mg/l",0.005,"","A","",NA,NA,NA,NA,"EDT",""
"1473","18LHB225","SULFATE (AS SO4)","2018-08-14","14808-79-8","T",14.1,"mg/l",0.2,"mg/l",2,"","A","",NA,NA,NA,NA,"EDT",""
"1474","18LHB225","UV 254","2018-08-14","UV254","T",0.289,"1/cm",NA,"1/cm",NA,"","A","",NA,NA,NA,NA,"EDT",""
"1475","18LHB227","ALKALINITY, TOTAL (AS CaCO3)","2018-08-14","ALK","T",11.6,"mg/l",1,"mg/l",2,"","A","",NA,NA,NA,NA,"EDT",""
"1476","18LHB227","Chlorophyll A","2018-08-14","479-61-8","T",41.2,"ug/l",NA,"ug/l",1.6,"","A","",NA,NA,NA,NA,"EDT",""
"1477","18LHB227","Color, True","2018-08-14","COLOR","T",95,"color unit",NA,"color unit",5,"","J","estimated value due to Equipment Blank error",NA,NA,NA,NA,"EDT",""
"1478","18LHB227","Nitrate+Nitrite as Nitrogen","2018-08-14","NO3NO2N","T",0.0115,"mg/l",7e-04,"mg/l",0.002,"","A","",NA,NA,NA,NA,"EDT",""
